,TMAX
1881,23.6
1882,
1883,
1884,25.1
1885,22.2
1886,26.6
1887,20.5
1888,21.4
1889,23.0
1890,18.1
1891,22.4
1892,16.3
1893,13.7
1894,14.7
1895,27.9
1896,18.7
1897,22.1
1898,16.5
1899,12.5
1900,13.2
1901,24.7
1902,25.2
1903,27.0
1904,17.4
1905,22.3
1906,21.0
1907,18.7
1908,22.8
1909,16.1
1910,12.8
1911,20.9
1912,16.1
1913,14.8
1914,26.0
1915,15.4
1916,15.5
1917,30.3
1918,21.6
1919,27.3
1920,24.8
1921,19.7
1922,17.9
1923,21.7
1924,16.4
1925,16.9
1926,18.1
1927,19.7
1928,13.9
1929,23.4
1930,23.2
1931,16.5
1932,17.8
1933,19.4
1934,19.4
1935,26.7
1936,29.3
1937,25.0
1938,14.5
1939,28.7
1940,18.1
1941,20.0
1942,17.1
1943,23.1
1944,19.8
1945,11.6
1946,20.5
1947,21.7
1948,19.3
1949,13.3
1950,20.0
1951,17.8
1952,18.6
1953,23.5
1954,29.3
1955,13.5
1956,28.2
1957,13.0
1958,20.9
1959,17.4
1960,17.5
1961,18.3
1962,23.7
1963,20.4
1964,23.0
1965,18.2
1966,28.3
1967,24.7
1968,29.4
1969,19.2
1970,20.1
1971,20.2
1972,27.8
1973,22.6
1974,25.5
1975,26.3
1976,17.0
1977,16.3
1978,22.8
1979,21.0
1980,28.2
1981,19.0
1982,19.9
1983,15.2
1984,20.1
1985,22.7
1986,19.0
1987,20.9
1988,25.5
1989,27.0
1990,15.7
1991,18.2
1992,22.4
1993,14.7
1994,19.1
1995,21.2
1996,15.9
1997,22.0
1998,18.1
1999,28.5
2000,25.8
2001,19.9
2002,24.3
2003,13.0
2004,17.0
2005,20.3
2006,30.4
2007,18.3
2008,21.8
2009,17.8
2010,26.3
2011,18.5
2012,18.7
2013,25.5
2014,
2015,
2016,
2017,15.0
2018,19.0
