,TMAX
1881,1.5
1882,
1883,
1884,4.1
1885,1.6
1886,-4.8
1887,-3.7
1888,-6.3
1889,-5.8
1890,2.7
1891,3.2
1892,-0.1
1893,0.3
1894,2.5
1895,0.9
1896,-3.6
1897,-1.0
1898,-7.0
1899,2.3
1900,2.1
1901,1.2
1902,0.0
1903,
1904,0.2
1905,3.2
1906,-2.1
1907,-1.9
1908,0.1
1909,-0.5
1910,4.3
1911,-2.3
1912,4.8
1913,4.4
1914,1.4
1915,-9.0
1916,-1.5
1917,-8.4
1918,0.6
1919,-9.8
1920,2.8
1921,4.8
1922,-6.3
1923,2.8
1924,-3.4
1925,-3.1
1926,-3.9
1927,2.7
1928,2.0
1929,0.1
1930,-1.2
1931,-0.8
1932,-1.5
1933,7.4
1934,2.3
1935,4.6
1936,0.5
1937,2.7
1938,0.3
1939,-3.4
1940,-6.0
1941,-1.7
1942,-11.8
1943,5.1
1944,-0.9
1945,-4.9
1946,-3.9
1947,-0.6
1948,-5.5
1949,0.8
1950,5.2
1951,-3.1
1952,-6.0
1953,2.3
1954,-4.4
1955,-2.7
1956,2.3
1957,-6.1
1958,-2.0
1959,3.6
1960,-1.3
1961,3.8
1962,-3.3
1963,-11.9
1964,1.1
1965,3.8
1966,0.2
1967,5.3
1968,3.5
1969,2.3
1970,3.0
1971,2.7
1972,3.4
1973,-1.2
1974,6.7
1975,3.7
1976,-3.1
1977,3.1
1978,2.5
1979,-10.7
1980,-5.6
1981,-1.2
1982,5.1
1983,1.0
1984,-3.4
1985,3.0
1986,7.3
1987,2.1
1988,-2.0
1989,3.9
1990,9.5
1991,3.0
1992,5.2
1993,2.9
1994,4.2
1995,2.9
1996,0.9
1997,-2.2
1998,2.7
1999,1.8
2000,2.3
2001,-5.8
2002,6.0
2003,2.4
2004,3.1
2005,-3.4
2006,4.5
2007,2.9
2008,2.5
2009,2.4
2010,-1.4
2011,6.3
2012,2.7
2013,-5.9
2014,
2015,
2016,-0.3
2017,
2018,
2019,4.4
