,TMAX
1881,25.5
1882,
1883,
1884,22.3
1885,26.5
1886,20.2
1887,29.3
1888,22.6
1889,17.2
1890,19.3
1891,17.8
1892,22.8
1893,31.6
1894,16.1
1895,19.1
1896,26.4
1897,20.8
1898,20.6
1899,19.3
1900,19.4
1901,24.0
1902,17.0
1903,19.0
1904,21.5
1905,19.5
1906,21.3
1907,19.0
1908,23.9
1909,19.0
1910,28.5
1911,23.2
1912,24.3
1913,23.1
1914,18.4
1915,21.7
1916,14.9
1917,26.5
1918,18.2
1919,20.6
1920,27.6
1921,17.9
1922,20.5
1923,20.1
1924,25.5
1925,21.2
1926,18.9
1927,25.5
1928,16.8
1929,23.8
1930,19.3
1931,27.4
1932,25.8
1933,21.0
1934,22.6
1935,20.6
1936,23.1
1937,20.7
1938,27.8
1939,26.1
1940,20.4
1941,25.9
1942,18.8
1943,21.9
1944,24.8
1945,14.8
1946,20.7
1947,18.3
1948,20.3
1949,21.0
1950,20.0
1951,20.6
1952,21.1
1953,21.0
1954,23.0
1955,27.2
1956,19.6
1957,22.9
1958,18.6
1959,22.5
1960,24.4
1961,31.8
1962,20.6
1963,29.1
1964,19.3
1965,18.2
1966,22.4
1967,26.4
1968,22.6
1969,25.2
1970,22.2
1971,23.2
1972,27.0
1973,22.4
1974,16.3
1975,26.1
1976,21.2
1977,20.5
1978,25.0
1979,20.6
1980,26.5
1981,22.1
1982,19.6
1983,21.5
1984,24.5
1985,21.6
1986,27.8
1987,19.4
1988,19.4
1989,23.8
1990,18.6
1991,25.5
1992,18.7
1993,26.3
1994,29.1
1995,21.5
1996,21.6
1997,24.4
1998,23.0
1999,24.7
2000,20.0
2001,18.6
2002,28.7
2003,28.6
2004,26.4
2005,22.8
2006,23.3
2007,20.6
2008,22.7
2009,22.9
2010,26.4
2011,18.7
2012,20.7
2013,19.3
2014,
2015,
2016,21.5
2017,24.1
2018,29.8
