,TMAX
1881,7.4
1882,
1883,8.6
1884,7.1
1885,11.1
1886,9.7
1887,9.2
1888,9.2
1889,17.2
1890,5.6
1891,12.4
1892,7.2
1893,8.7
1894,8.4
1895,9.0
1896,6.7
1897,8.5
1898,0.9
1899,8.6
1900,9.7
1901,9.0
1902,5.2
1903,
1904,11.8
1905,3.8
1906,9.3
1907,15.0
1908,9.8
1909,15.7
1910,9.4
1911,2.3
1912,5.6
1913,7.2
1914,7.4
1915,8.4
1916,9.1
1917,13.9
1918,12.2
1919,8.9
1920,8.2
1921,11.6
1922,9.1
1923,11.3
1924,9.4
1925,4.0
1926,3.5
1927,2.1
1928,1.2
1929,11.4
1930,7.4
1931,8.0
1932,11.3
1933,11.2
1934,7.2
1935,10.7
1936,3.0
1937,4.4
1938,10.2
1939,4.1
1940,8.7
1941,0.7
1942,7.2
1943,13.5
1944,11.5
1945,1.6
1946,2.9
1947,11.9
1948,9.7
1949,9.6
1950,8.6
1951,9.5
1952,3.5
1953,12.7
1954,10.8
1955,12.9
1956,5.3
1957,7.9
1958,6.7
1959,4.8
1960,4.7
1961,9.2
1962,3.0
1963,8.2
1964,14.7
1965,8.3
1966,6.8
1967,13.2
1968,10.7
1969,8.2
1970,4.7
1971,2.4
1972,8.8
1973,4.7
1974,8.1
1975,9.3
1976,2.9
1977,2.0
1978,8.4
1979,16.4
1980,11.4
1981,8.4
1982,9.6
1983,12.6
1984,4.6
1985,7.4
1986,10.4
1987,9.7
1988,10.0
1989,8.7
1990,9.3
1991,11.0
1992,2.3
1993,2.9
1994,9.4
1995,7.5
1996,7.0
1997,6.9
1998,11.4
1999,6.7
2000,11.0
2001,8.2
2002,1.6
2003,5.5
2004,9.8
2005,11.1
2006,8.3
2007,5.4
2008,11.0
2009,4.7
2010,3.4
2011,5.9
2012,8.9
2013,8.8
2014,
2015,
2016,8.0
2017,7.5
2018,19.1
