,TMAX
1881,2.4
1882,
1883,
1884,6.2
1885,3.8
1886,0.0
1887,19.8
1888,16.0
1889,7.5
1890,22.9
1891,12.7
1892,15.4
1893,4.3
1894,18.6
1895,13.3
1896,12.4
1897,21.4
1898,8.0
1899,17.5
1900,5.2
1901,8.0
1902,0.8
1903,
1904,9.2
1905,18.8
1906,17.8
1907,8.9
1908,7.5
1909,8.4
1910,14.1
1911,14.9
1912,3.4
1913,10.8
1914,6.0
1915,7.4
1916,14.5
1917,4.1
1918,0.8
1919,12.7
1920,12.0
1921,11.7
1922,9.5
1923,5.9
1924,3.7
1925,13.4
1926,7.5
1927,7.2
1928,14.3
1929,8.3
1930,8.1
1931,21.5
1932,11.6
1933,8.6
1934,18.7
1935,-0.9
1936,21.7
1937,11.8
1938,14.4
1939,11.0
1940,6.3
1941,11.2
1942,10.9
1943,5.5
1944,2.2
1945,20.0
1946,11.8
1947,5.9
1948,10.3
1949,13.2
1950,12.3
1951,19.2
1952,17.9
1953,16.1
1954,12.5
1955,7.6
1956,4.1
1957,14.6
1958,11.2
1959,17.3
1960,15.0
1961,6.1
1962,6.8
1963,15.6
1964,16.9
1965,10.3
1966,10.9
1967,5.8
1968,17.5
1969,5.3
1970,10.7
1971,4.0
1972,11.7
1973,17.2
1974,13.0
1975,18.0
1976,4.5
1977,12.3
1978,3.8
1979,13.7
1980,17.4
1981,4.3
1982,16.7
1983,10.5
1984,16.4
1985,12.7
1986,11.3
1987,18.6
1988,11.8
1989,21.4
1990,15.0
1991,9.5
1992,17.1
1993,18.1
1994,10.7
1995,4.8
1996,8.5
1997,17.1
1998,24.5
1999,9.7
2000,8.2
2001,14.6
2002,20.1
2003,9.3
2004,13.2
2005,5.8
2006,13.7
2007,5.5
2008,23.2
2009,10.5
2010,15.6
2011,11.0
2012,12.7
2013,11.6
2014,
2015,
2016,
2017,7.7
2018,
