,TMAX
1881,2.1
1882,
1883,7.3
1884,3.4
1885,4.2
1886,6.3
1887,-3.9
1888,-1.7
1889,1.7
1890,-1.8
1891,-5.6
1892,3.7
1893,3.6
1894,2.3
1895,3.5
1896,-3.9
1897,1.0
1898,3.4
1899,3.3
1900,0.0
1901,-2.1
1902,3.4
1903,
1904,-6.3
1905,-1.6
1906,-3.6
1907,3.2
1908,-7.0
1909,2.9
1910,-0.6
1911,1.2
1912,1.0
1913,2.5
1914,3.7
1915,3.5
1916,4.1
1917,5.1
1918,3.5
1919,-6.9
1920,5.3
1921,-6.4
1922,3.1
1923,8.2
1924,1.5
1925,2.4
1926,5.7
1927,-3.9
1928,6.9
1929,5.6
1930,4.5
1931,5.3
1932,2.9
1933,-0.5
1934,2.3
1935,5.5
1936,5.4
1937,9.8
1938,4.3
1939,5.2
1940,1.7
1941,-3.7
1942,-0.6
1943,0.7
1944,3.8
1945,-1.2
1946,3.4
1947,-0.8
1948,-0.6
1949,2.1
1950,3.8
1951,-4.2
1952,2.9
1953,5.7
1954,7.7
1955,7.4
1956,-6.9
1957,4.2
1958,5.2
1959,2.3
1960,-4.8
1961,-7.7
1962,-3.8
1963,0.3
1964,2.2
1965,-7.0
1966,0.0
1967,5.8
1968,-2.0
1969,9.9
1970,3.7
1971,0.8
1972,5.0
1973,1.7
1974,5.4
1975,3.5
1976,5.8
1977,9.8
1978,6.8
1979,3.1
1980,-2.1
1981,0.8
1982,6.7
1983,-2.7
1984,0.4
1985,2.5
1986,5.6
1987,0.3
1988,2.5
1989,8.0
1990,1.7
1991,5.1
1992,0.7
1993,-4.3
1994,-0.9
1995,3.9
1996,8.4
1997,5.5
1998,-7.5
1999,6.9
2000,5.4
2001,2.7
2002,-2.2
2003,5.9
2004,8.8
2005,8.7
2006,-0.9
2007,-2.0
2008,7.9
2009,0.5
2010,7.2
2011,4.0
2012,6.6
2013,7.0
2014,
2015,4.4
2016,-2.4
2017,5.4
2018,
