,TMAX
1881,1.0
1882,
1883,
1884,2.1
1885,-8.3
1886,-1.0
1887,-5.6
1888,-9.2
1889,-16.6
1890,-4.0
1891,1.7
1892,-12.5
1893,-18.8
1894,-4.1
1895,1.8
1896,-3.2
1897,1.7
1898,-2.1
1899,0.3
1900,2.4
1901,-14.6
1902,-4.7
1903,
1904,-1.1
1905,-16.1
1906,-7.2
1907,
1908,-17.2
1909,-6.5
1910,-7.0
1911,-0.4
1912,2.0
1913,3.4
1914,-3.5
1915,0.9
1916,-2.8
1917,-14.7
1918,-1.4
1919,-4.1
1920,-4.6
1921,-5.7
1922,-6.4
1923,3.8
1924,-7.6
1925,-0.4
1926,-1.7
1927,-14.6
1928,-5.1
1929,-9.6
1930,2.1
1931,-8.8
1932,-13.6
1933,1.4
1934,-6.6
1935,-2.1
1936,1.8
1937,4.0
1938,-7.8
1939,-5.7
1940,-9.7
1941,-19.0
1942,-15.6
1943,-2.9
1944,-2.4
1945,-4.9
1946,-3.5
1947,-6.5
1948,-8.9
1949,1.2
1950,-13.2
1951,-10.7
1952,2.5
1953,-5.4
1954,-3.9
1955,-5.4
1956,-2.1
1957,-9.2
1958,-1.4
1959,-2.4
1960,-4.8
1961,1.1
1962,2.3
1963,-7.3
1964,3.1
1965,-0.9
1966,-16.3
1967,1.2
1968,-6.8
1969,-6.5
1970,-4.3
1971,-3.0
1972,0.3
1973,4.0
1974,1.4
1975,-2.1
1976,2.5
1977,-4.6
1978,-7.2
1979,-20.3
1980,-3.0
1981,2.3
1982,-1.8
1983,-3.5
1984,3.0
1985,-3.9
1986,-4.0
1987,-13.4
1988,-7.6
1989,-8.9
1990,-0.9
1991,0.1
1992,-2.0
1993,-4.9
1994,2.5
1995,3.6
1996,-5.0
1997,-4.7
1998,-5.0
1999,-2.6
2000,-6.3
2001,-0.5
2002,-10.4
2003,-21.3
2004,-2.1
2005,0.3
2006,2.4
2007,2.6
2008,0.4
2009,2.1
2010,-9.0
2011,-7.8
2012,-1.4
2013,3.4
2014,
2015,3.0
2016,
2017,
2018,
2019,
