,TMAX
1881,0.6
1882,
1883,5.0
1884,6.9
1885,1.2
1886,1.4
1887,7.5
1888,-2.1
1889,1.5
1890,5.8
1891,6.5
1892,5.5
1893,1.8
1894,3.3
1895,6.6
1896,3.6
1897,3.4
1898,6.8
1899,7.4
1900,3.9
1901,6.0
1902,3.0
1903,
1904,0.7
1905,4.8
1906,0.5
1907,1.3
1908,5.7
1909,3.6
1910,-3.2
1911,6.1
1912,0.9
1913,9.1
1914,-4.4
1915,0.6
1916,6.5
1917,6.9
1918,4.0
1919,-2.3
1920,0.6
1921,0.1
1922,2.5
1923,5.9
1924,5.9
1925,-1.3
1926,-2.6
1927,0.1
1928,6.1
1929,10.2
1930,9.6
1931,2.3
1932,-1.2
1933,6.6
1934,9.8
1935,4.9
1936,7.0
1937,5.7
1938,8.8
1939,-1.7
1940,5.5
1941,-0.1
1942,9.5
1943,5.8
1944,5.2
1945,5.5
1946,-1.2
1947,3.9
1948,3.5
1949,5.3
1950,0.9
1951,5.4
1952,-1.7
1953,4.8
1954,4.5
1955,2.6
1956,-1.2
1957,9.2
1958,7.5
1959,6.3
1960,4.4
1961,8.6
1962,10.6
1963,2.6
1964,7.4
1965,7.7
1966,3.7
1967,11.8
1968,5.7
1969,-0.6
1970,-2.1
1971,9.9
1972,-3.3
1973,3.2
1974,3.0
1975,1.7
1976,-4.8
1977,4.6
1978,7.9
1979,-2.2
1980,0.9
1981,0.7
1982,7.8
1983,5.9
1984,9.1
1985,4.4
1986,4.6
1987,5.3
1988,-0.2
1989,5.0
1990,7.7
1991,4.0
1992,6.7
1993,3.3
1994,1.9
1995,-1.2
1996,7.4
1997,0.9
1998,4.5
1999,10.3
2000,8.4
2001,8.0
2002,0.8
2003,5.3
2004,8.1
2005,9.0
2006,-1.2
2007,3.3
2008,7.4
2009,3.1
2010,8.5
2011,10.3
2012,5.0
2013,9.2
2014,
2015,
2016,-1.4
2017,2.2
2018,
