,TMAX
1881,17.1
1882,
1883,
1884,14.5
1885,15.5
1886,20.3
1887,16.7
1888,18.9
1889,23.0
1890,21.6
1891,18.1
1892,19.3
1893,25.1
1894,22.3
1895,23.3
1896,20.1
1897,16.3
1898,23.5
1899,15.2
1900,27.7
1901,21.7
1902,17.2
1903,19.6
1904,23.0
1905,29.2
1906,16.2
1907,17.0
1908,20.9
1909,19.9
1910,20.5
1911,30.3
1912,32.1
1913,20.0
1914,20.4
1915,16.3
1916,14.6
1917,23.6
1918,17.6
1919,19.2
1920,28.7
1921,19.2
1922,20.1
1923,16.4
1924,22.5
1925,18.6
1926,17.1
1927,25.7
1928,16.9
1929,22.2
1930,19.7
1931,24.7
1932,29.6
1933,20.3
1934,23.0
1935,16.5
1936,20.4
1937,27.7
1938,23.3
1939,25.5
1940,20.4
1941,27.1
1942,19.3
1943,22.8
1944,21.0
1945,22.9
1946,17.7
1947,26.3
1948,19.5
1949,22.6
1950,17.7
1951,24.9
1952,22.5
1953,18.3
1954,19.7
1955,24.9
1956,19.5
1957,18.8
1958,21.7
1959,25.0
1960,23.6
1961,21.3
1962,19.9
1963,21.8
1964,23.5
1965,20.0
1966,21.4
1967,15.6
1968,22.6
1969,19.3
1970,20.5
1971,25.0
1972,27.2
1973,30.9
1974,15.1
1975,23.8
1976,14.6
1977,23.3
1978,14.7
1979,12.5
1980,21.2
1981,21.0
1982,20.7
1983,22.1
1984,27.8
1985,26.1
1986,20.8
1987,17.0
1988,18.9
1989,15.8
1990,20.6
1991,22.5
1992,20.3
1993,21.2
1994,26.0
1995,20.4
1996,20.9
1997,26.3
1998,18.6
1999,19.2
2000,19.1
2001,21.5
2002,21.1
2003,17.3
2004,26.9
2005,25.0
2006,25.4
2007,27.6
2008,17.9
2009,22.2
2010,37.1
2011,23.5
2012,23.6
2013,28.0
2014,
2015,23.2
2016,20.0
2017,19.0
2018,21.2
