,TMAX
1881,3.2
1882,
1883,5.1
1884,7.7
1885,1.9
1886,4.6
1887,3.5
1888,-1.5
1889,2.8
1890,5.5
1891,1.0
1892,6.7
1893,2.1
1894,-3.0
1895,1.9
1896,-1.4
1897,-0.6
1898,6.6
1899,6.8
1900,2.4
1901,-1.9
1902,1.8
1903,
1904,1.7
1905,4.0
1906,3.9
1907,2.8
1908,-5.4
1909,7.0
1910,3.5
1911,4.9
1912,-1.4
1913,0.7
1914,6.7
1915,-7.6
1916,9.4
1917,5.3
1918,5.2
1919,-2.9
1920,6.2
1921,-7.9
1922,2.8
1923,7.3
1924,3.5
1925,-4.0
1926,9.2
1927,1.4
1928,0.3
1929,6.6
1930,6.1
1931,5.6
1932,4.5
1933,6.2
1934,7.2
1935,7.7
1936,8.1
1937,7.8
1938,2.3
1939,9.5
1940,-1.3
1941,-0.6
1942,-2.6
1943,1.3
1944,1.2
1945,-4.6
1946,1.5
1947,0.4
1948,-1.2
1949,5.0
1950,1.4
1951,-1.7
1952,6.7
1953,6.7
1954,6.1
1955,2.4
1956,-2.8
1957,6.2
1958,4.0
1959,2.6
1960,6.5
1961,2.7
1962,-0.2
1963,8.5
1964,3.9
1965,2.6
1966,2.5
1967,6.7
1968,-2.1
1969,3.8
1970,-0.7
1971,3.0
1972,7.0
1973,5.0
1974,1.3
1975,6.9
1976,7.1
1977,5.4
1978,7.8
1979,3.7
1980,-1.9
1981,3.0
1982,8.8
1983,1.6
1984,0.8
1985,5.1
1986,6.2
1987,-1.3
1988,-1.3
1989,4.9
1990,4.6
1991,5.9
1992,1.2
1993,-5.4
1994,-3.5
1995,-0.7
1996,3.3
1997,5.0
1998,-5.2
1999,3.8
2000,6.7
2001,0.7
2002,-1.5
2003,3.8
2004,4.5
2005,8.1
2006,0.9
2007,1.6
2008,8.3
2009,1.4
2010,6.8
2011,3.9
2012,2.9
2013,8.2
2014,
2015,5.7
2016,-5.5
2017,5.1
2018,4.5
