,TMAX
1881,5.6
1882,
1883,1.2
1884,10.6
1885,11.5
1886,5.4
1887,8.5
1888,10.2
1889,13.9
1890,2.5
1891,16.2
1892,10.5
1893,12.8
1894,8.0
1895,9.3
1896,12.7
1897,2.9
1898,6.0
1899,5.1
1900,11.2
1901,14.6
1902,8.7
1903,
1904,11.6
1905,9.8
1906,5.8
1907,11.5
1908,9.8
1909,14.6
1910,8.2
1911,10.6
1912,9.5
1913,6.1
1914,6.4
1915,7.7
1916,4.2
1917,11.0
1918,11.8
1919,13.6
1920,11.4
1921,5.9
1922,9.4
1923,8.4
1924,11.2
1925,4.2
1926,5.0
1927,9.9
1928,10.1
1929,10.7
1930,2.4
1931,10.7
1932,8.5
1933,9.4
1934,9.5
1935,14.8
1936,4.1
1937,10.2
1938,13.2
1939,4.7
1940,10.2
1941,7.5
1942,10.3
1943,16.8
1944,6.0
1945,6.2
1946,7.3
1947,13.2
1948,11.3
1949,5.6
1950,12.9
1951,11.7
1952,7.7
1953,3.8
1954,9.6
1955,14.6
1956,10.3
1957,7.6
1958,13.7
1959,11.7
1960,6.7
1961,10.4
1962,12.3
1963,11.8
1964,11.9
1965,11.4
1966,10.7
1967,13.1
1968,4.1
1969,8.2
1970,7.6
1971,10.7
1972,9.8
1973,7.2
1974,12.3
1975,8.9
1976,8.3
1977,2.4
1978,5.6
1979,8.8
1980,8.6
1981,12.0
1982,13.4
1983,9.0
1984,13.6
1985,11.9
1986,5.2
1987,13.5
1988,14.8
1989,6.6
1990,8.5
1991,14.5
1992,9.9
1993,11.8
1994,10.4
1995,15.5
1996,11.3
1997,6.9
1998,9.3
1999,16.3
2000,15.0
2001,7.7
2002,6.9
2003,12.0
2004,15.2
2005,13.4
2006,13.9
2007,12.5
2008,11.6
2009,9.4
2010,13.5
2011,15.2
2012,12.6
2013,12.6
2014,
2015,
2016,9.8
2017,
2018,
