,TMAX
1881,6.1
1882,
1883,10.2
1884,3.0
1885,7.6
1886,7.2
1887,5.5
1888,4.2
1889,11.0
1890,9.3
1891,9.8
1892,3.6
1893,4.5
1894,-0.6
1895,5.4
1896,8.9
1897,12.3
1898,-0.3
1899,7.7
1900,7.8
1901,7.5
1902,4.8
1903,
1904,9.7
1905,4.2
1906,10.9
1907,15.0
1908,2.9
1909,13.6
1910,10.9
1911,7.0
1912,6.0
1913,6.0
1914,5.7
1915,7.9
1916,6.4
1917,9.1
1918,9.9
1919,5.5
1920,2.3
1921,9.9
1922,6.1
1923,8.1
1924,5.4
1925,2.0
1926,3.1
1927,3.4
1928,2.1
1929,4.4
1930,10.4
1931,10.0
1932,9.8
1933,8.5
1934,7.0
1935,8.2
1936,1.9
1937,9.0
1938,8.0
1939,3.8
1940,7.6
1941,1.2
1942,7.6
1943,9.2
1944,13.1
1945,2.5
1946,2.4
1947,9.4
1948,10.4
1949,10.6
1950,9.5
1951,11.2
1952,0.8
1953,9.4
1954,4.8
1955,5.6
1956,7.9
1957,6.7
1958,8.0
1959,9.4
1960,3.8
1961,8.9
1962,0.7
1963,9.8
1964,11.4
1965,9.2
1966,8.4
1967,10.1
1968,3.2
1969,11.4
1970,8.1
1971,4.1
1972,9.6
1973,3.7
1974,6.5
1975,10.6
1976,2.3
1977,2.3
1978,7.7
1979,14.8
1980,8.9
1981,7.9
1982,3.7
1983,14.1
1984,6.1
1985,5.4
1986,10.6
1987,13.2
1988,10.7
1989,6.5
1990,12.8
1991,12.3
1992,6.3
1993,3.0
1994,3.4
1995,12.4
1996,6.1
1997,3.4
1998,9.5
1999,5.7
2000,10.3
2001,10.8
2002,1.2
2003,8.6
2004,9.6
2005,6.5
2006,9.5
2007,12.2
2008,9.8
2009,5.3
2010,4.6
2011,11.0
2012,12.0
2013,6.7
2014,
2015,
2016,6.6
2017,
2018,
