,TMAX
1881,15.2
1882,
1883,
1884,25.5
1885,29.7
1886,26.3
1887,29.8
1888,21.3
1889,19.1
1890,23.5
1891,23.2
1892,21.6
1893,18.1
1894,24.8
1895,19.1
1896,25.1
1897,27.5
1898,20.0
1899,29.0
1900,21.7
1901,27.9
1902,22.2
1903,21.1
1904,16.7
1905,19.5
1906,17.5
1907,17.1
1908,26.6
1909,19.7
1910,15.8
1911,15.4
1912,23.1
1913,21.8
1914,19.5
1915,26.5
1916,28.3
1917,19.5
1918,15.0
1919,23.5
1920,24.3
1921,17.9
1922,20.9
1923,22.1
1924,19.9
1925,17.1
1926,20.4
1927,30.3
1928,22.1
1929,16.1
1930,22.4
1931,19.9
1932,28.6
1933,26.0
1934,22.1
1935,22.7
1936,19.8
1937,23.4
1938,25.3
1939,25.8
1940,22.3
1941,17.4
1942,13.0
1943,26.0
1944,24.8
1945,26.9
1946,25.2
1947,21.0
1948,21.4
1949,18.4
1950,23.6
1951,20.1
1952,22.8
1953,21.4
1954,20.8
1955,23.9
1956,17.7
1957,28.9
1958,18.6
1959,19.5
1960,30.0
1961,25.6
1962,20.6
1963,27.9
1964,25.5
1965,19.6
1966,24.0
1967,20.9
1968,16.8
1969,15.7
1970,25.2
1971,18.8
1972,27.2
1973,29.1
1974,25.3
1975,19.5
1976,19.7
1977,20.1
1978,15.4
1979,20.5
1980,17.1
1981,21.6
1982,27.7
1983,21.2
1984,21.7
1985,19.1
1986,25.1
1987,16.6
1988,31.1
1989,19.6
1990,20.8
1991,20.5
1992,23.0
1993,23.3
1994,23.5
1995,21.9
1996,13.7
1997,23.4
1998,21.1
1999,23.7
2000,26.1
2001,32.9
2002,27.0
2003,25.5
2004,22.2
2005,25.3
2006,20.1
2007,24.6
2008,22.0
2009,22.8
2010,26.0
2011,26.1
2012,16.5
2013,18.7
2014,
2015,
2016,19.4
2017,
2018,
