,TMAX
1881,1.1
1882,
1883,-3.4
1884,-0.5
1885,1.6
1886,-3.9
1887,-0.7
1888,-1.2
1889,2.5
1890,-5.1
1891,-3.9
1892,-6.4
1893,-2.8
1894,-10.6
1895,-2.4
1896,-5.4
1897,-7.7
1898,-4.6
1899,-5.7
1900,1.3
1901,-4.1
1902,-16.6
1903,
1904,-5.0
1905,-0.7
1906,-2.8
1907,-12.2
1908,-2.2
1909,2.0
1910,2.5
1911,2.7
1912,0.4
1913,-0.8
1914,1.3
1915,-7.9
1916,-3.5
1917,-2.0
1918,-3.2
1919,-10.1
1920,-0.9
1921,-6.5
1922,-6.0
1923,-2.9
1924,5.6
1925,-12.1
1926,-15.7
1927,-7.0
1928,0.1
1929,3.2
1930,-5.6
1931,1.7
1932,5.6
1933,1.3
1934,-1.3
1935,-0.7
1936,5.6
1937,-10.6
1938,-15.7
1939,-0.2
1940,1.3
1941,-2.4
1942,-1.2
1943,-0.8
1944,-6.1
1945,-1.7
1946,1.2
1947,-1.1
1948,1.6
1949,3.3
1950,1.7
1951,3.3
1952,1.3
1953,-5.7
1954,3.9
1955,-18.3
1956,2.4
1957,1.5
1958,-0.1
1959,-2.0
1960,1.3
1961,-1.5
1962,-14.4
1963,-9.9
1964,-1.6
1965,-0.4
1966,-11.1
1967,-8.6
1968,-0.1
1969,-7.4
1970,-7.2
1971,-5.5
1972,1.5
1973,-2.9
1974,1.5
1975,-7.2
1976,-2.9
1977,1.7
1978,-15.3
1979,2.4
1980,-3.3
1981,-7.0
1982,0.7
1983,1.5
1984,-0.3
1985,-11.5
1986,-10.5
1987,-3.1
1988,-5.0
1989,5.0
1990,-2.7
1991,2.4
1992,2.5
1993,3.2
1994,-9.5
1995,-7.6
1996,-5.6
1997,-1.5
1998,3.2
1999,-0.9
2000,-0.1
2001,1.3
2002,1.7
2003,4.0
2004,1.6
2005,-2.9
2006,-3.6
2007,4.4
2008,-0.2
2009,-8.3
2010,-6.9
2011,3.6
2012,-14.8
2013,3.4
2014,
2015,
2016,
2017,-1.7
2018,-6.2
