,TMAX
1881,-0.1
1882,
1883,
1884,-7.5
1885,-1.0
1886,-4.4
1887,1.9
1888,-2.8
1889,-8.5
1890,-5.5
1891,3.5
1892,-13.7
1893,0.1
1894,2.2
1895,-7.1
1896,-5.7
1897,-5.6
1898,-1.8
1899,-9.0
1900,-7.3
1901,-7.8
1902,1.6
1903,
1904,-3.5
1905,0.2
1906,0.5
1907,-4.0
1908,-1.6
1909,-0.2
1910,2.2
1911,-0.8
1912,1.9
1913,-10.5
1914,0.6
1915,-2.9
1916,-4.4
1917,-12.0
1918,-3.9
1919,-4.7
1920,3.7
1921,2.9
1922,0.5
1923,-9.6
1924,-5.2
1925,-1.0
1926,1.9
1927,1.9
1928,0.1
1929,0.1
1930,4.2
1931,-8.4
1932,-1.8
1933,-3.6
1934,-6.8
1935,-4.4
1936,3.3
1937,-0.6
1938,2.9
1939,1.8
1940,-8.2
1941,1.3
1942,-1.1
1943,-0.2
1944,1.4
1945,1.6
1946,-1.9
1947,-8.1
1948,2.5
1949,-6.8
1950,-2.3
1951,-5.6
1952,-3.8
1953,3.1
1954,2.0
1955,-6.0
1956,1.2
1957,-6.5
1958,-2.2
1959,4.4
1960,-12.7
1961,1.5
1962,-6.2
1963,0.2
1964,-1.3
1965,-6.5
1966,-0.3
1967,2.8
1968,0.5
1969,-0.7
1970,-1.3
1971,-11.3
1972,-1.8
1973,-5.5
1974,-1.6
1975,-0.4
1976,1.7
1977,-2.1
1978,2.5
1979,1.5
1980,-0.3
1981,0.9
1982,2.6
1983,-5.4
1984,2.1
1985,-3.0
1986,-2.7
1987,-10.8
1988,2.2
1989,4.6
1990,2.3
1991,1.0
1992,3.8
1993,-3.8
1994,-6.9
1995,4.0
1996,-1.6
1997,5.4
1998,0.4
1999,-0.3
2000,4.4
2001,-3.1
2002,-3.0
2003,-4.5
2004,0.3
2005,-8.3
2006,-6.1
2007,3.4
2008,0.6
2009,-1.9
2010,1.8
2011,-2.6
2012,2.3
2013,-5.6
2014,
2015,3.6
2016,
2017,4.3
2018,-4.5
2019,
