,TMAX
1881,22.2
1882,
1883,
1884,24.5
1885,19.8
1886,27.4
1887,22.0
1888,18.0
1889,16.7
1890,16.6
1891,27.5
1892,22.0
1893,18.5
1894,12.7
1895,26.2
1896,22.9
1897,20.4
1898,19.1
1899,12.1
1900,12.6
1901,23.8
1902,23.7
1903,24.5
1904,21.4
1905,25.6
1906,22.1
1907,17.5
1908,15.5
1909,20.5
1910,11.8
1911,18.8
1912,17.8
1913,13.8
1914,27.2
1915,18.2
1916,17.0
1917,32.5
1918,17.8
1919,28.9
1920,23.7
1921,25.6
1922,21.4
1923,16.8
1924,22.0
1925,21.4
1926,19.3
1927,16.9
1928,14.2
1929,26.1
1930,18.2
1931,14.4
1932,15.7
1933,22.8
1934,17.4
1935,26.2
1936,29.0
1937,27.7
1938,17.0
1939,24.8
1940,18.5
1941,19.0
1942,22.8
1943,24.5
1944,17.7
1945,11.2
1946,18.9
1947,26.3
1948,19.3
1949,16.4
1950,24.3
1951,18.7
1952,15.9
1953,24.4
1954,30.4
1955,17.9
1956,26.2
1957,14.9
1958,19.0
1959,13.7
1960,18.4
1961,17.4
1962,17.4
1963,21.6
1964,18.2
1965,22.3
1966,26.8
1967,23.7
1968,27.6
1969,18.4
1970,14.8
1971,21.9
1972,21.0
1973,24.3
1974,23.1
1975,25.5
1976,12.2
1977,13.1
1978,20.8
1979,22.4
1980,19.4
1981,16.7
1982,16.0
1983,13.0
1984,24.9
1985,19.2
1986,17.5
1987,15.0
1988,26.6
1989,24.8
1990,19.7
1991,21.5
1992,20.6
1993,14.0
1994,19.8
1995,20.6
1996,16.9
1997,24.4
1998,15.0
1999,25.7
2000,26.4
2001,21.7
2002,19.1
2003,18.1
2004,18.7
2005,22.9
2006,31.0
2007,17.2
2008,19.6
2009,21.9
2010,14.7
2011,19.9
2012,22.6
2013,27.2
2014,
2015,
2016,
2017,
2018,
