,TMAX
1881,-2.5
1882,
1883,7.2
1884,6.5
1885,5.3
1886,4.7
1887,5.1
1888,-0.7
1889,0.8
1890,4.3
1891,1.4
1892,-1.2
1893,9.1
1894,4.3
1895,2.5
1896,7.7
1897,7.2
1898,6.5
1899,0.5
1900,4.8
1901,5.2
1902,4.7
1903,
1904,4.6
1905,1.5
1906,3.7
1907,4.5
1908,5.8
1909,7.6
1910,5.5
1911,8.2
1912,-5.0
1913,3.4
1914,2.4
1915,0.6
1916,3.0
1917,5.2
1918,8.7
1919,2.8
1920,-1.6
1921,-1.1
1922,-0.1
1923,5.9
1924,5.9
1925,9.1
1926,-0.1
1927,-1.6
1928,9.7
1929,10.2
1930,12.7
1931,0.9
1932,3.7
1933,2.6
1934,9.2
1935,1.6
1936,8.4
1937,11.3
1938,6.7
1939,5.5
1940,1.3
1941,1.0
1942,9.2
1943,3.2
1944,2.1
1945,9.3
1946,4.9
1947,6.5
1948,9.9
1949,14.5
1950,2.8
1951,4.3
1952,1.4
1953,10.0
1954,8.4
1955,5.5
1956,7.2
1957,9.2
1958,6.9
1959,7.5
1960,0.9
1961,12.0
1962,10.6
1963,9.1
1964,8.7
1965,7.2
1966,1.4
1967,11.9
1968,2.4
1969,6.9
1970,5.0
1971,0.4
1972,6.2
1973,5.2
1974,5.4
1975,9.3
1976,2.0
1977,7.8
1978,4.2
1979,3.8
1980,4.0
1981,6.0
1982,8.6
1983,8.7
1984,10.5
1985,6.5
1986,7.5
1987,7.1
1988,4.4
1989,8.4
1990,6.0
1991,4.5
1992,-0.3
1993,0.3
1994,9.4
1995,9.0
1996,7.4
1997,-0.2
1998,7.7
1999,8.5
2000,8.9
2001,9.0
2002,7.6
2003,0.0
2004,10.8
2005,2.3
2006,12.8
2007,7.2
2008,7.7
2009,9.0
2010,2.5
2011,6.0
2012,3.9
2013,11.4
2014,
2015,7.5
2016,
2017,1.3
2018,4.3
