,TMAX
1881,1.2
1882,
1883,5.1
1884,4.0
1885,1.6
1886,1.6
1887,9.3
1888,-4.3
1889,3.0
1890,8.1
1891,0.6
1892,1.0
1893,0.1
1894,6.8
1895,3.6
1896,-2.4
1897,6.9
1898,6.0
1899,10.2
1900,-0.8
1901,3.5
1902,1.6
1903,
1904,-0.7
1905,0.0
1906,0.5
1907,2.3
1908,-4.1
1909,4.9
1910,1.0
1911,7.3
1912,-1.6
1913,8.0
1914,-1.1
1915,1.3
1916,5.7
1917,2.5
1918,4.8
1919,-1.3
1920,-0.5
1921,-2.9
1922,7.9
1923,6.4
1924,1.4
1925,-0.5
1926,0.3
1927,0.4
1928,8.4
1929,5.4
1930,11.9
1931,9.8
1932,0.2
1933,4.7
1934,4.3
1935,0.9
1936,7.1
1937,6.9
1938,6.2
1939,-0.2
1940,1.7
1941,-1.1
1942,-1.1
1943,4.3
1944,5.7
1945,2.7
1946,1.4
1947,8.8
1948,9.8
1949,7.5
1950,0.4
1951,1.4
1952,-2.1
1953,0.5
1954,5.3
1955,2.9
1956,2.2
1957,11.4
1958,6.9
1959,5.8
1960,7.9
1961,8.3
1962,9.2
1963,2.2
1964,2.9
1965,5.3
1966,6.9
1967,11.3
1968,10.0
1969,-2.5
1970,-2.0
1971,4.6
1972,3.3
1973,7.6
1974,5.1
1975,5.5
1976,1.2
1977,2.4
1978,5.1
1979,0.6
1980,0.6
1981,0.2
1982,1.1
1983,5.3
1984,5.9
1985,4.0
1986,3.4
1987,5.2
1988,4.0
1989,6.8
1990,6.1
1991,5.8
1992,5.1
1993,1.4
1994,2.1
1995,-1.6
1996,10.3
1997,-2.4
1998,0.2
1999,8.9
2000,11.0
2001,6.9
2002,0.4
2003,8.3
2004,8.1
2005,9.0
2006,-3.2
2007,2.1
2008,7.5
2009,0.5
2010,6.9
2011,7.9
2012,5.7
2013,8.5
2014,
2015,7.3
2016,-2.8
2017,8.9
2018,8.8
