,TMAX
1881,11.9
1882,
1883,9.8
1884,12.0
1885,13.9
1886,9.7
1887,2.1
1888,8.2
1889,15.6
1890,1.8
1891,15.6
1892,9.6
1893,12.0
1894,9.6
1895,11.4
1896,16.7
1897,9.4
1898,7.0
1899,11.3
1900,7.4
1901,11.4
1902,4.0
1903,
1904,7.9
1905,9.4
1906,9.0
1907,7.2
1908,10.2
1909,9.3
1910,9.7
1911,1.6
1912,5.6
1913,3.2
1914,7.6
1915,6.1
1916,8.4
1917,14.0
1918,11.5
1919,7.6
1920,10.1
1921,7.9
1922,10.4
1923,9.5
1924,11.7
1925,5.1
1926,9.0
1927,2.6
1928,9.2
1929,10.5
1930,7.5
1931,10.2
1932,7.1
1933,15.2
1934,11.2
1935,12.5
1936,2.3
1937,5.6
1938,10.5
1939,7.6
1940,10.6
1941,3.0
1942,11.5
1943,11.1
1944,14.7
1945,3.6
1946,9.2
1947,10.6
1948,6.6
1949,7.8
1950,11.9
1951,9.4
1952,7.8
1953,11.4
1954,9.9
1955,13.9
1956,9.6
1957,9.2
1958,14.1
1959,4.8
1960,12.6
1961,14.2
1962,7.0
1963,7.6
1964,12.7
1965,4.8
1966,3.0
1967,10.9
1968,4.1
1969,8.7
1970,9.2
1971,12.1
1972,12.0
1973,3.0
1974,9.7
1975,9.2
1976,2.2
1977,10.2
1978,9.0
1979,14.5
1980,12.3
1981,12.4
1982,2.8
1983,9.2
1984,10.2
1985,9.4
1986,4.8
1987,14.5
1988,8.2
1989,7.6
1990,8.7
1991,12.5
1992,-0.4
1993,9.4
1994,8.5
1995,11.9
1996,10.9
1997,9.7
1998,11.8
1999,11.8
2000,11.3
2001,10.1
2002,4.2
2003,11.3
2004,8.8
2005,15.8
2006,12.9
2007,4.9
2008,11.5
2009,4.1
2010,7.2
2011,8.7
2012,8.3
2013,11.3
2014,
2015,9.9
2016,6.1
2017,9.8
2018,
