,TMAX
1881,4.8
1882,
1883,
1884,1.3
1885,6.6
1886,8.0
1887,2.7
1888,6.0
1889,12.2
1890,10.6
1891,7.9
1892,7.9
1893,2.1
1894,5.1
1895,4.3
1896,9.9
1897,7.4
1898,8.1
1899,7.1
1900,4.2
1901,8.2
1902,0.4
1903,
1904,10.2
1905,9.5
1906,13.7
1907,7.7
1908,5.9
1909,4.5
1910,10.5
1911,10.3
1912,8.3
1913,16.3
1914,10.0
1915,10.3
1916,11.8
1917,16.5
1918,7.7
1919,2.4
1920,9.2
1921,14.3
1922,9.4
1923,1.4
1924,4.2
1925,5.6
1926,7.9
1927,3.1
1928,8.2
1929,-0.7
1930,15.5
1931,12.0
1932,12.8
1933,9.6
1934,7.9
1935,15.3
1936,13.0
1937,13.1
1938,11.3
1939,8.0
1940,6.4
1941,1.6
1942,14.9
1943,11.7
1944,9.3
1945,6.0
1946,6.4
1947,13.9
1948,8.1
1949,6.2
1950,16.0
1951,6.8
1952,14.4
1953,6.9
1954,3.6
1955,5.4
1956,6.9
1957,7.6
1958,3.9
1959,0.7
1960,16.7
1961,11.4
1962,14.3
1963,14.2
1964,11.6
1965,15.6
1966,3.0
1967,15.3
1968,11.3
1969,11.7
1970,6.7
1971,4.3
1972,9.0
1973,6.5
1974,3.4
1975,11.3
1976,6.2
1977,7.0
1978,10.5
1979,6.8
1980,10.3
1981,-0.2
1982,8.5
1983,12.9
1984,12.8
1985,6.8
1986,9.4
1987,4.4
1988,6.5
1989,14.4
1990,18.0
1991,4.0
1992,1.8
1993,10.7
1994,14.7
1995,14.3
1996,18.4
1997,8.4
1998,10.9
1999,17.7
2000,21.1
2001,19.2
2002,15.9
2003,18.2
2004,7.9
2005,2.3
2006,8.6
2007,8.1
2008,9.5
2009,7.6
2010,7.9
2011,10.7
2012,14.6
2013,13.4
2014,
2016,7.4
2017,
2018,6.1
2019,
