,TMAX
1881,-1.1
1882,
1883,-1.2
1884,-7.7
1885,-0.5
1886,1.2
1887,1.7
1888,0.3
1889,3.8
1890,-7.7
1891,-8.5
1892,-0.6
1893,-3.6
1894,-11.7
1895,-2.7
1896,-4.0
1897,-1.7
1898,-4.3
1899,-5.3
1900,3.7
1901,-4.8
1902,-13.1
1903,
1904,2.7
1905,-4.5
1906,-5.0
1907,-11.4
1908,-3.7
1909,0.3
1910,3.1
1911,1.5
1912,1.4
1913,-4.8
1914,1.2
1915,0.4
1916,-3.8
1917,-5.1
1918,0.9
1919,-10.3
1920,0.0
1921,-3.6
1922,-7.0
1923,-1.9
1924,5.6
1925,-6.9
1926,-12.4
1927,-10.4
1928,-5.5
1929,2.5
1930,-8.3
1931,-0.2
1932,5.6
1933,1.4
1934,-2.9
1935,-0.7
1936,6.9
1937,-5.5
1938,-16.8
1939,2.2
1940,1.2
1941,-8.7
1942,-2.8
1943,0.2
1944,-2.4
1945,-7.0
1946,0.6
1947,-6.1
1948,0.0
1949,2.3
1950,1.6
1951,2.4
1952,0.5
1953,-3.9
1954,5.1
1955,-20.3
1956,5.6
1957,1.8
1958,1.2
1959,-1.0
1960,2.1
1961,2.6
1962,-10.8
1963,-12.5
1964,-0.7
1965,-2.6
1966,-5.1
1967,-12.6
1968,-4.4
1969,-6.1
1970,-5.9
1971,2.8
1972,0.3
1973,-0.2
1974,1.6
1975,-6.4
1976,-4.9
1977,1.1
1978,-4.4
1979,2.7
1980,-3.5
1981,-10.2
1982,0.4
1983,0.6
1984,-2.9
1985,-9.2
1986,-10.9
1987,-3.6
1988,-2.8
1989,5.0
1990,-3.7
1991,0.6
1992,1.2
1993,1.5
1994,-12.7
1995,-9.2
1996,-8.2
1997,-1.8
1998,4.9
1999,0.4
2000,-2.2
2001,0.6
2002,-3.5
2003,4.2
2004,1.5
2005,-2.6
2006,-2.7
2007,1.9
2008,0.0
2009,-6.4
2010,-10.6
2011,3.3
2012,-17.7
2013,2.9
2014,
2015,
2016,1.7
2017,
2018,-6.4
