,TMAX
1881,21.8
1882,
1883,26.1
1884,20.8
1885,15.4
1886,16.6
1887,13.9
1888,14.6
1889,17.5
1890,13.0
1891,12.2
1892,13.9
1893,16.2
1894,8.3
1895,11.9
1896,12.9
1897,14.4
1898,11.7
1899,13.8
1900,10.2
1901,16.8
1902,18.0
1903,15.2
1904,17.7
1905,19.2
1906,12.8
1907,14.0
1908,10.0
1909,18.3
1910,18.0
1911,12.6
1912,22.4
1913,16.1
1914,14.0
1915,12.4
1916,15.0
1917,13.1
1918,16.5
1919,17.3
1920,16.0
1921,17.7
1922,20.9
1923,10.7
1924,22.4
1925,13.3
1926,11.0
1927,11.7
1928,17.4
1929,8.6
1930,10.4
1931,13.5
1932,17.7
1933,15.2
1934,22.6
1935,14.3
1936,11.2
1937,17.1
1938,22.6
1939,21.6
1940,16.4
1941,15.4
1942,17.5
1943,13.2
1944,21.2
1945,12.6
1946,18.5
1947,21.0
1948,18.7
1949,22.7
1950,14.7
1951,15.2
1952,11.3
1953,14.8
1954,17.8
1955,20.8
1956,14.0
1957,17.7
1958,15.2
1959,16.5
1960,8.9
1961,13.1
1962,13.5
1963,18.1
1964,16.2
1965,18.5
1966,13.5
1967,22.0
1968,12.2
1969,18.1
1970,12.3
1971,16.9
1972,18.4
1973,10.9
1974,18.9
1975,17.3
1976,11.7
1977,16.3
1978,16.8
1979,17.8
1980,22.0
1981,19.0
1982,14.3
1983,13.4
1984,18.8
1985,10.3
1986,13.0
1987,14.3
1988,17.3
1989,15.0
1990,18.9
1991,14.4
1992,16.6
1993,13.8
1994,16.8
1995,15.6
1996,12.4
1997,16.8
1998,22.3
1999,20.0
2000,17.7
2001,16.1
2002,22.8
2003,16.1
2004,11.9
2005,19.8
2006,14.5
2007,14.1
2008,15.6
2009,22.3
2010,19.3
2011,17.8
2012,15.4
2013,18.6
2014,
2015,
2016,17.8
2017,17.2
2018,20.1
