,TMAX
1881,9.3
1882,
1883,16.9
1884,9.8
1885,11.3
1886,8.0
1887,15.3
1888,13.1
1889,12.9
1890,15.6
1891,11.7
1892,15.1
1893,9.2
1894,9.7
1895,13.5
1896,13.9
1897,12.8
1898,13.1
1899,16.6
1900,12.9
1901,16.8
1902,10.6
1903,15.8
1904,11.0
1905,11.1
1906,15.4
1907,10.3
1908,10.5
1909,21.0
1910,13.9
1911,10.9
1912,9.9
1913,15.1
1914,15.5
1915,7.0
1916,11.9
1917,14.3
1918,10.6
1919,13.8
1920,18.0
1921,11.6
1922,14.4
1923,16.1
1924,14.4
1925,6.9
1926,10.6
1927,15.2
1928,18.8
1929,15.6
1930,9.2
1931,15.7
1932,11.4
1933,16.5
1934,21.9
1935,16.5
1936,15.4
1937,20.4
1938,16.7
1939,13.9
1940,16.8
1941,8.5
1942,10.3
1943,16.2
1944,17.0
1945,14.0
1946,12.6
1947,14.6
1948,11.7
1949,19.8
1950,22.4
1951,15.3
1952,14.1
1953,16.8
1954,14.9
1955,18.7
1956,12.5
1957,11.4
1958,17.0
1959,10.2
1960,17.0
1961,15.8
1962,13.2
1963,15.5
1964,12.4
1965,21.3
1966,10.0
1967,16.5
1968,10.2
1969,6.4
1970,14.7
1971,11.9
1972,10.6
1973,12.2
1974,15.3
1975,18.5
1976,14.3
1977,10.5
1978,9.9
1979,13.9
1980,15.8
1981,8.7
1982,16.9
1983,16.6
1984,10.2
1985,14.5
1986,10.6
1987,10.0
1988,8.6
1989,17.1
1990,12.9
1991,12.5
1992,14.6
1993,10.3
1994,14.1
1995,14.6
1996,10.3
1997,12.0
1998,19.0
1999,16.2
2000,15.0
2001,22.3
2002,8.5
2003,17.2
2004,16.7
2005,14.9
2006,19.4
2007,17.0
2008,10.1
2009,13.8
2010,14.7
2011,14.5
2012,19.8
2013,18.2
2014,
2015,
2016,15.6
2017,
2018,
