,TMAX
1881,3.4
1882,
1883,3.7
1884,-6.8
1885,-5.1
1886,2.4
1887,2.0
1888,3.4
1889,4.5
1890,-7.3
1891,-7.6
1892,-1.5
1893,-3.8
1894,1.7
1895,0.5
1896,1.1
1897,1.4
1898,5.0
1899,-1.2
1900,0.3
1901,-3.4
1902,1.7
1903,
1904,1.7
1905,3.0
1906,5.9
1907,-4.7
1908,-5.5
1909,-3.7
1910,3.2
1911,6.5
1912,-1.5
1913,6.0
1914,-1.9
1915,0.9
1916,-5.1
1917,-3.0
1918,-2.6
1919,-10.6
1920,3.4
1921,-9.5
1922,-2.2
1923,5.1
1924,1.9
1925,0.5
1926,7.8
1927,-3.9
1928,3.8
1929,1.4
1930,-2.3
1931,-2.6
1932,-3.5
1933,-0.4
1934,1.2
1935,-5.6
1936,2.6
1937,2.6
1938,5.7
1939,1.4
1940,4.0
1941,-2.7
1942,2.8
1943,1.2
1944,3.7
1945,1.4
1946,-9.3
1947,-2.4
1948,6.1
1949,4.6
1950,0.8
1951,3.7
1952,-0.4
1953,0.5
1954,0.7
1955,-1.7
1956,0.4
1957,3.4
1958,4.0
1959,-0.3
1960,-1.0
1961,4.5
1962,5.8
1963,2.0
1964,-3.2
1965,-8.3
1966,2.0
1967,4.5
1968,-2.5
1969,1.8
1970,2.1
1971,-5.1
1972,0.1
1973,-2.4
1974,1.9
1975,0.3
1976,3.1
1977,3.8
1978,2.0
1979,2.7
1980,0.4
1981,3.4
1982,5.2
1983,3.4
1984,-1.4
1985,-2.4
1986,7.0
1987,-6.4
1988,-7.5
1989,-0.2
1990,-4.5
1991,0.6
1992,1.7
1993,-8.8
1994,2.1
1995,0.2
1996,9.9
1997,-1.0
1998,-5.9
1999,-7.3
2000,0.8
2001,-5.5
2002,0.3
2003,1.5
2004,-3.5
2005,0.9
2006,6.6
2007,2.3
2008,0.4
2009,8.0
2010,0.0
2011,0.2
2012,6.2
2013,6.1
2014,
2015,3.7
2016,4.6
2017,2.6
