,TMAX
1881,0.0
1882,
1883,1.5
1884,-0.5
1885,0.5
1886,3.2
1887,1.8
1888,-0.7
1889,-2.3
1890,3.9
1891,-1.3
1892,0.4
1893,2.6
1894,3.7
1895,-2.5
1896,-6.1
1897,-1.2
1898,6.0
1899,2.4
1900,-6.8
1901,-7.8
1902,-15.3
1903,
1904,-8.0
1905,3.3
1906,-3.5
1907,-1.5
1908,-0.4
1909,-4.9
1910,-3.5
1911,-3.1
1912,2.3
1913,1.0
1914,6.8
1915,-3.0
1916,2.8
1917,2.4
1918,0.1
1919,1.5
1920,-5.5
1921,-5.3
1922,0.9
1923,-3.4
1924,4.2
1925,-15.7
1926,-6.0
1927,-2.1
1928,0.8
1929,1.4
1930,-1.2
1931,-11.6
1932,1.9
1933,-5.5
1934,-1.1
1935,2.0
1936,2.2
1937,-8.9
1938,5.6
1939,-1.9
1940,2.5
1941,-2.0
1942,-0.2
1943,0.7
1944,-1.2
1945,-7.3
1946,1.8
1947,2.1
1948,4.4
1949,1.9
1950,3.7
1951,3.3
1952,-5.4
1953,5.4
1954,-3.4
1955,1.7
1956,2.4
1957,0.9
1958,-5.8
1959,1.4
1960,4.0
1961,1.1
1962,2.1
1963,-4.4
1964,-8.1
1965,2.3
1966,1.2
1967,2.5
1968,0.2
1969,0.0
1970,-3.5
1971,1.5
1972,4.9
1973,-10.9
1974,-0.2
1975,1.6
1976,5.2
1977,1.2
1978,-6.6
1979,1.8
1980,1.9
1981,0.9
1982,3.0
1983,-4.7
1984,0.7
1985,-10.3
1986,5.6
1987,2.5
1988,-1.9
1989,3.8
1990,0.5
1991,5.7
1992,3.2
1993,-6.6
1994,3.2
1995,-0.7
1996,6.2
1997,-5.9
1998,2.0
1999,4.2
2000,4.8
2001,-4.7
2002,-5.6
2003,1.7
2004,3.0
2005,2.7
2006,7.4
2007,-4.0
2008,5.5
2009,4.9
2010,-7.0
2011,3.6
2012,-1.6
2013,1.6
2014,-1.2
2015,2.0
2016,
2017,
2018,
