,TMAX
1881,-5.4
1882,
1883,1.0
1884,-6.3
1885,1.7
1886,-3.1
1887,-4.0
1888,-18.3
1889,-0.5
1890,-9.6
1891,1.3
1892,-28.3
1893,2.4
1894,0.5
1895,-2.7
1896,-5.3
1897,-11.6
1898,1.4
1899,-8.4
1900,1.7
1901,-10.5
1902,1.6
1903,
1904,-6.0
1905,-4.5
1906,-4.1
1907,-16.8
1908,2.1
1909,-8.2
1910,2.2
1911,0.9
1912,3.0
1913,-9.5
1914,-1.2
1915,-24.5
1916,-4.2
1917,-5.6
1918,-5.0
1919,-6.6
1920,1.7
1921,1.4
1922,0.5
1923,-11.6
1924,0.4
1925,-4.9
1926,-1.3
1927,-4.6
1928,-1.2
1929,-0.6
1930,-3.8
1931,1.2
1932,1.1
1933,1.5
1934,-4.6
1935,0.4
1936,2.1
1937,-9.2
1938,-16.3
1939,-11.1
1940,-5.7
1941,-7.4
1942,0.5
1943,0.9
1944,1.6
1945,-9.3
1946,-2.6
1947,-10.9
1948,-5.3
1949,0.6
1950,-11.5
1951,3.2
1952,-1.4
1953,-8.8
1954,1.7
1955,-9.6
1956,-3.5
1957,3.7
1958,-1.6
1959,-3.0
1960,2.9
1961,-3.9
1962,0.7
1963,1.9
1964,0.8
1965,-3.7
1966,-7.7
1967,-16.7
1968,2.2
1969,-11.4
1970,-2.1
1971,-0.6
1972,0.8
1973,2.0
1974,3.5
1975,1.1
1976,-2.5
1977,-6.2
1978,-6.0
1979,3.3
1980,1.9
1981,-6.3
1982,1.7
1983,3.1
1984,-4.4
1985,3.5
1986,-8.3
1987,-0.9
1988,1.3
1989,-1.1
1990,0.0
1991,2.8
1992,0.8
1993,-0.9
1994,2.2
1995,-14.1
1996,-15.0
1997,-0.6
1998,-10.0
1999,0.3
2000,-0.3
2001,-12.3
2002,-8.5
2003,-2.8
2004,0.7
2005,-4.8
2006,4.4
2007,2.2
2008,-1.2
2009,-0.4
2010,-11.3
2011,-0.3
2012,-12.8
2013,4.2
2014,-4.7
2015,
2016,
2017,
2018,-2.5
