,TMAX
1881,0.9
1882,
1883,-1.9
1884,-11.6
1885,3.5
1886,1.9
1887,1.4
1888,1.0
1889,-5.8
1890,-1.5
1891,3.2
1892,-3.2
1893,-8.7
1894,-2.7
1895,-0.2
1896,-1.5
1897,0.5
1898,-1.6
1899,-5.9
1900,-1.2
1901,-3.6
1902,-10.0
1903,
1904,-0.2
1905,2.8
1906,-4.5
1907,-0.5
1908,-6.6
1909,1.8
1910,-0.1
1911,-6.1
1912,1.4
1913,4.7
1914,5.6
1915,-3.5
1916,0.5
1917,-9.6
1918,0.1
1919,2.1
1920,-0.1
1921,1.7
1922,-6.1
1923,-1.7
1924,-8.1
1925,-1.8
1926,1.0
1927,-3.1
1928,1.2
1929,4.5
1930,4.4
1931,-7.6
1932,6.3
1933,2.4
1934,-11.0
1935,1.9
1936,0.1
1937,-9.3
1938,3.6
1939,2.4
1940,0.7
1941,-11.0
1942,-4.1
1943,-1.2
1944,1.6
1945,-4.7
1946,2.3
1947,2.5
1948,5.2
1949,2.2
1950,1.4
1951,0.9
1952,-5.2
1953,9.1
1954,4.7
1955,-12.3
1956,-3.9
1957,2.4
1958,1.4
1959,-8.9
1960,3.9
1961,1.2
1962,-2.7
1963,0.1
1964,4.4
1965,1.1
1966,1.6
1967,-5.5
1968,1.4
1969,1.0
1970,-3.1
1971,1.2
1972,5.5
1973,-5.0
1974,1.6
1975,2.8
1976,2.6
1977,-2.3
1978,-3.0
1979,6.0
1980,-2.6
1981,1.4
1982,3.9
1983,2.0
1984,2.5
1985,-6.8
1986,-0.1
1987,3.3
1988,-5.5
1989,-2.6
1990,2.5
1991,-0.3
1992,4.6
1993,2.4
1994,0.8
1995,-3.7
1996,2.1
1997,-3.8
1998,-5.2
1999,0.8
2000,5.7
2001,-6.4
2002,-5.0
2003,2.5
2004,3.4
2005,-1.3
2006,6.8
2007,3.7
2008,3.5
2009,0.1
2010,-1.3
2011,4.2
2012,-3.5
2013,0.2
2014,
2015,
2016,
2017,0.1
2018,3.0
