,TMAX
1881,-7.8
1882,
1883,
1884,0.4
1885,-0.6
1886,-2.0
1887,2.5
1888,-12.1
1889,-7.0
1890,-3.3
1891,-3.9
1892,-3.4
1893,-8.5
1894,-6.4
1895,-3.2
1896,1.4
1897,0.4
1898,-4.9
1899,-11.9
1900,-14.3
1901,-4.6
1902,0.1
1903,
1904,-4.1
1905,-3.5
1906,2.1
1907,2.4
1908,-0.4
1909,0.1
1910,-1.7
1911,-0.9
1912,2.4
1913,4.4
1914,0.9
1915,-11.1
1916,-3.5
1917,-12.1
1918,-3.5
1919,-0.9
1920,3.8
1921,-2.7
1922,2.2
1923,-7.7
1924,0.1
1925,-2.8
1926,-0.1
1927,1.6
1928,-2.6
1929,-9.6
1930,2.2
1931,-4.1
1932,-1.2
1933,-8.7
1934,1.1
1935,-1.7
1936,2.3
1937,-2.9
1938,2.1
1939,2.9
1940,-3.1
1941,1.9
1942,-5.4
1943,-3.5
1944,2.5
1945,-5.6
1946,1.5
1947,-14.0
1948,2.2
1949,-1.4
1950,2.9
1951,-0.4
1952,-3.0
1953,0.5
1954,1.7
1955,-5.5
1956,-8.2
1957,-3.0
1958,-7.9
1959,1.2
1960,-2.7
1961,4.7
1962,-5.0
1963,1.4
1964,-2.4
1965,-6.7
1966,1.1
1967,4.0
1968,-0.1
1969,1.3
1970,4.7
1971,-3.9
1972,0.7
1973,1.0
1974,-0.2
1975,3.3
1976,0.2
1977,-0.3
1978,2.4
1979,6.5
1980,4.1
1981,-9.3
1982,-0.9
1983,-4.8
1984,2.6
1985,-3.3
1986,3.2
1987,-2.2
1988,1.5
1989,4.2
1990,0.1
1991,1.6
1992,2.4
1993,-1.8
1994,-0.1
1995,4.6
1996,-5.2
1997,6.3
1998,-3.1
1999,2.4
2000,2.0
2001,0.2
2002,2.5
2003,3.7
2004,-1.0
2005,-3.1
2006,-3.8
2007,2.9
2008,2.1
2009,2.8
2010,-4.2
2011,-1.6
2012,-3.8
2013,1.2
2014,
2015,
2016,
2017,
2018,-4.2
2019,
