,TMAX
1881,21.1
1882,
1883,
1884,24.3
1885,23.9
1886,24.3
1887,23.4
1888,18.4
1889,18.5
1890,19.6
1891,18.2
1892,17.3
1893,28.1
1894,17.0
1895,21.2
1896,30.6
1897,22.7
1898,20.3
1899,21.7
1900,18.4
1901,25.4
1902,16.1
1903,20.6
1904,23.3
1905,20.6
1906,23.3
1907,17.1
1908,22.9
1909,17.6
1910,26.3
1911,25.0
1912,30.1
1913,22.5
1914,20.4
1915,20.8
1916,14.5
1917,22.6
1918,19.1
1919,20.7
1920,20.9
1921,19.1
1922,20.7
1923,16.9
1924,27.0
1925,25.0
1926,18.0
1927,25.2
1928,16.9
1929,23.5
1930,20.8
1931,26.1
1932,28.1
1933,22.2
1934,22.0
1935,21.4
1936,30.8
1937,17.9
1938,25.8
1939,22.4
1940,21.1
1941,26.0
1942,22.2
1943,24.3
1944,24.4
1945,17.7
1946,21.0
1947,17.0
1948,26.9
1949,18.2
1950,19.8
1951,22.8
1952,23.0
1953,21.9
1954,19.5
1955,26.2
1956,17.3
1957,22.4
1958,21.7
1959,22.1
1960,24.7
1961,24.9
1962,19.1
1963,30.0
1964,15.9
1965,19.7
1966,23.0
1967,28.6
1968,19.3
1969,20.8
1970,25.8
1971,22.7
1972,28.6
1973,23.3
1974,19.4
1975,27.0
1976,16.8
1977,23.8
1978,25.6
1979,20.9
1980,27.4
1981,21.8
1982,22.1
1983,27.0
1984,23.8
1985,19.2
1986,24.2
1987,22.4
1988,19.6
1989,28.7
1990,22.8
1991,26.4
1992,22.0
1993,21.4
1994,27.9
1995,26.0
1996,23.3
1997,24.1
1998,21.7
1999,25.2
2000,19.8
2001,17.8
2002,25.6
2003,28.0
2004,27.5
2005,21.8
2006,24.6
2007,23.2
2008,17.9
2009,21.3
2010,27.1
2011,18.6
2012,22.1
2013,23.2
2014,
2015,
2016,
2017,
2018,30.1
