,TMAX
1881,8.4
1882,
1883,
1884,13.1
1885,17.3
1886,15.7
1887,27.2
1888,5.3
1889,27.5
1890,13.7
1891,29.8
1892,13.6
1893,19.6
1894,10.7
1895,6.9
1896,22.8
1897,20.9
1898,13.5
1899,19.5
1900,24.7
1901,17.5
1902,14.5
1903,18.9
1904,11.7
1905,14.5
1906,14.2
1907,9.2
1908,16.8
1909,12.3
1910,10.0
1911,24.9
1912,24.6
1913,14.1
1914,25.1
1915,14.4
1916,8.5
1917,17.0
1918,7.8
1919,20.2
1920,17.5
1921,22.7
1922,20.5
1923,24.7
1924,17.4
1925,8.4
1926,14.9
1927,15.0
1928,19.8
1929,24.9
1930,22.2
1931,20.6
1932,12.2
1933,18.9
1934,15.0
1935,15.6
1936,21.0
1937,19.5
1938,21.2
1939,19.8
1940,13.3
1941,18.3
1942,15.0
1943,19.7
1944,13.4
1945,10.3
1946,21.6
1947,15.6
1948,25.7
1949,21.1
1950,14.6
1951,13.0
1952,12.7
1953,9.5
1954,22.7
1955,6.1
1956,18.3
1957,7.5
1958,30.9
1959,7.9
1960,21.7
1961,22.8
1962,19.6
1963,19.6
1964,21.1
1965,16.4
1966,17.5
1967,19.1
1968,16.0
1969,13.5
1970,19.9
1971,22.8
1972,15.0
1973,18.1
1974,11.7
1975,10.3
1976,8.5
1977,13.6
1978,19.5
1979,19.6
1980,13.9
1981,15.8
1982,17.5
1983,21.5
1984,22.8
1985,20.5
1986,15.0
1987,6.0
1988,19.7
1989,24.3
1990,9.8
1991,11.8
1992,21.2
1993,11.3
1994,17.8
1995,25.2
1996,15.0
1997,15.5
1998,14.3
1999,16.9
2000,18.3
2001,11.8
2002,15.6
2003,24.1
2004,13.9
2005,20.5
2006,13.4
2007,25.3
2008,15.6
2009,26.4
2010,12.1
2011,17.8
2012,21.5
2013,24.0
2014,
2015,16.2
2016,
2017,12.0
2018,21.8
