,TMAX
1881,-19.8
1882,
1883,
1884,-4.8
1885,0.0
1886,-10.7
1887,-5.1
1888,-6.6
1889,-7.4
1890,0.7
1891,-3.1
1892,1.2
1893,-15.0
1894,1.0
1895,-7.5
1896,-7.7
1897,-6.6
1898,0.3
1899,1.7
1900,-14.2
1901,-0.8
1902,-8.2
1903,
1904,-6.2
1905,-9.5
1906,-2.4
1907,
1908,-13.8
1909,-0.8
1910,2.4
1911,-3.8
1912,
1913,-2.1
1914,-14.9
1915,-5.0
1916,-4.6
1917,-8.5
1918,-13.5
1919,-1.6
1920,-4.0
1921,-3.5
1922,-5.2
1923,1.5
1924,-3.7
1925,0.7
1926,-23.1
1927,-13.0
1928,2.0
1929,1.7
1930,0.5
1931,0.2
1932,-5.1
1933,-7.7
1934,-2.0
1935,-9.4
1936,1.5
1937,-1.3
1938,-5.9
1939,-19.6
1940,2.2
1941,-9.4
1942,-20.7
1943,-12.1
1944,-4.1
1945,-1.0
1946,0.6
1947,-10.4
1948,-11.4
1949,0.8
1950,-13.2
1951,-11.5
1952,1.7
1953,-3.7
1954,-11.8
1955,0.8
1956,-5.1
1957,-4.1
1958,0.9
1959,-0.5
1960,-15.4
1961,1.2
1962,3.3
1963,-17.5
1964,1.3
1965,-4.4
1966,-12.1
1967,-5.6
1968,-18.9
1969,-5.4
1970,-6.3
1971,1.9
1972,-12.3
1973,-3.6
1974,-11.8
1975,-12.5
1976,-13.5
1977,0.3
1978,1.0
1979,-0.3
1980,-5.0
1981,-2.0
1982,-11.6
1983,3.7
1984,-0.6
1985,-12.9
1986,-11.3
1987,-30.4
1988,2.0
1989,2.0
1990,-12.6
1991,-5.5
1992,3.3
1993,5.0
1994,-5.1
1995,-3.2
1996,-4.1
1997,-6.8
1998,1.2
1999,-10.7
2000,3.3
2001,-1.2
2002,1.7
2003,-2.8
2004,-4.6
2005,4.6
2006,3.6
2007,0.2
2008,3.7
2009,5.1
2010,-3.3
2011,-0.1
2012,1.2
2013,-10.4
2014,
2015,
2016,-8.5
2017,-2.3
2018,-1.8
2019,
