,TMAX
1881,-8.5
1882,
1883,
1884,-6.7
1885,0.5
1886,-5.7
1887,4.4
1888,-2.7
1889,-9.4
1890,-6.5
1891,1.0
1892,-10.9
1893,1.9
1894,0.6
1895,-10.3
1896,-5.8
1897,-4.6
1898,-0.1
1899,0.2
1900,-8.5
1901,0.8
1902,1.1
1903,
1904,-3.2
1905,0.5
1906,2.1
1907,-0.3
1908,-3.3
1909,-5.5
1910,3.3
1911,-0.9
1912,2.6
1913,-10.5
1914,-1.8
1915,-0.7
1916,-3.3
1917,-6.5
1918,-4.9
1919,-9.5
1920,4.1
1921,2.0
1922,1.7
1923,-13.6
1924,-4.8
1925,-0.1
1926,-0.8
1927,0.6
1928,-2.3
1929,-7.6
1930,3.9
1931,-11.2
1932,-1.6
1933,-2.9
1934,-7.3
1935,0.7
1936,1.7
1937,-0.7
1938,2.3
1939,1.0
1940,-2.8
1941,-1.9
1942,-6.2
1943,4.1
1944,1.1
1945,-2.0
1946,-2.0
1947,-11.8
1948,1.9
1949,-7.3
1950,-4.8
1951,-5.1
1952,-4.8
1953,2.2
1954,-1.9
1955,-4.4
1956,1.3
1957,-7.8
1958,-1.6
1959,1.7
1960,-12.4
1961,2.6
1962,-4.3
1963,-0.8
1964,-1.3
1965,-11.4
1966,2.5
1967,3.7
1968,3.5
1969,-4.6
1970,-2.0
1971,-11.1
1972,-2.6
1973,-6.0
1974,-1.3
1975,-2.4
1976,2.1
1977,-10.4
1978,3.3
1979,2.2
1980,-2.0
1981,-0.7
1982,-1.4
1983,-7.9
1984,2.3
1985,-2.1
1986,-1.4
1987,-14.0
1988,-2.6
1989,5.0
1990,2.2
1991,-0.1
1992,3.0
1993,-1.1
1994,-8.4
1995,3.4
1996,-2.2
1997,2.8
1998,2.3
1999,0.6
2000,4.3
2001,-2.5
2002,0.0
2003,-4.5
2004,-2.9
2005,-10.0
2006,-2.6
2007,0.4
2008,1.7
2009,-0.1
2010,1.7
2011,-7.3
2012,3.9
2013,1.0
2014,
2015,3.9
2016,1.7
2017,
2018,
2019,
