,TMAX
1881,10.9
1882,
1883,10.4
1884,13.2
1885,14.7
1886,8.0
1887,1.8
1888,12.3
1889,16.7
1890,4.3
1891,13.7
1892,11.0
1893,13.6
1894,6.1
1895,16.6
1896,19.5
1897,7.4
1898,8.8
1899,8.7
1900,3.9
1901,12.4
1902,3.5
1903,
1904,10.7
1905,10.1
1906,7.5
1907,8.2
1908,10.8
1909,10.0
1910,6.7
1911,1.1
1912,7.5
1913,4.6
1914,7.7
1915,5.4
1916,9.2
1917,9.0
1918,14.5
1919,8.2
1920,7.9
1921,6.9
1922,9.4
1923,9.8
1924,7.0
1925,3.9
1926,10.1
1927,6.5
1928,11.2
1929,12.4
1930,4.5
1931,10.8
1932,4.4
1933,14.0
1934,11.7
1935,13.9
1936,3.1
1937,7.5
1938,12.7
1939,5.9
1940,10.8
1941,2.6
1942,12.7
1943,10.6
1944,14.9
1945,11.6
1946,9.3
1947,8.4
1948,6.2
1949,7.9
1950,14.0
1951,13.6
1952,8.8
1953,11.7
1954,10.8
1955,14.4
1956,6.5
1957,8.1
1958,13.9
1959,5.7
1960,13.8
1961,14.9
1962,9.1
1963,9.0
1964,12.9
1965,2.6
1966,5.7
1967,9.6
1968,4.0
1969,8.7
1970,10.9
1971,12.5
1972,13.4
1973,2.2
1974,11.1
1975,5.7
1976,6.5
1977,10.5
1978,4.5
1979,11.7
1980,11.1
1981,11.2
1982,5.2
1983,8.4
1984,11.9
1985,11.8
1986,4.3
1987,15.0
1988,13.1
1989,5.4
1990,10.5
1991,10.5
1992,1.8
1993,11.0
1994,10.4
1995,14.5
1996,9.2
1997,7.6
1998,10.8
1999,10.9
2000,12.4
2001,12.5
2002,2.5
2003,9.9
2004,5.4
2005,18.2
2006,13.1
2007,7.7
2008,11.1
2009,8.6
2010,8.1
2011,9.5
2012,8.7
2013,12.0
2014,
2015,8.8
2016,5.7
2017,
2018,
