,TMAX
1881,7.9
1882,
1883,
1884,4.7
1885,0.9
1886,2.4
1887,9.0
1888,18.4
1889,14.6
1890,19.2
1891,15.4
1892,9.8
1893,2.1
1894,15.9
1895,13.9
1896,12.2
1897,23.5
1898,10.7
1899,11.5
1900,2.4
1901,13.8
1902,11.5
1903,13.0
1904,12.5
1905,15.4
1906,22.4
1907,9.1
1908,5.5
1909,5.0
1910,17.0
1911,14.9
1912,5.4
1913,4.2
1914,5.9
1915,7.5
1916,13.3
1917,7.0
1918,11.2
1919,19.5
1920,10.6
1921,16.2
1922,17.4
1923,6.7
1924,4.4
1925,9.9
1926,4.9
1927,8.1
1928,10.1
1929,8.8
1930,14.1
1931,18.9
1932,16.2
1933,7.2
1934,26.3
1935,5.7
1936,15.6
1937,11.7
1938,10.1
1939,9.2
1940,13.9
1941,2.8
1942,12.8
1943,10.0
1944,6.7
1945,14.3
1946,7.2
1947,4.7
1948,19.1
1949,9.4
1950,14.1
1951,12.2
1952,9.5
1953,15.5
1954,10.5
1955,6.4
1956,11.7
1957,8.9
1958,9.4
1959,21.5
1960,14.6
1961,10.3
1962,10.2
1963,9.3
1964,11.5
1965,4.0
1966,11.5
1967,12.6
1968,9.9
1969,4.6
1970,12.4
1971,10.5
1972,19.2
1973,20.6
1974,11.3
1975,17.6
1976,6.4
1977,14.6
1978,11.3
1979,12.4
1980,2.7
1981,8.5
1982,12.6
1983,8.0
1984,14.4
1985,11.3
1986,9.4
1987,25.1
1988,13.8
1989,16.5
1990,13.7
1991,16.3
1992,15.6
1993,21.2
1994,6.6
1995,5.5
1996,12.5
1997,13.6
1998,17.8
1999,6.1
2000,8.3
2001,16.0
2002,19.6
2003,9.8
2004,17.3
2005,8.4
2006,17.8
2007,5.4
2008,23.0
2009,14.8
2010,14.0
2011,4.3
2012,11.3
2013,15.4
2014,
2015,
2016,
2017,
2018,16.1
