,TMAX
1881,-1.6
1882,
1883,-5.3
1884,-0.9
1885,-4.6
1886,2.4
1887,-2.2
1888,2.6
1889,-9.1
1890,-5.3
1891,-3.0
1892,-2.3
1893,-3.4
1894,-7.5
1895,0.1
1896,-7.4
1897,-2.0
1898,7.5
1899,-5.7
1900,-1.3
1901,-4.1
1902,-4.0
1903,
1904,1.4
1905,2.7
1906,2.7
1907,0.5
1908,2.4
1909,2.4
1910,0.7
1911,-3.8
1912,1.9
1913,-2.9
1914,5.6
1915,-10.9
1916,0.0
1917,1.2
1918,-4.4
1919,1.0
1920,-0.6
1921,-2.6
1922,-4.1
1923,1.4
1924,-2.6
1925,0.0
1926,-0.3
1927,-3.8
1928,2.1
1929,6.0
1930,1.3
1931,2.3
1932,0.6
1933,-0.8
1934,0.7
1935,1.2
1936,1.5
1937,-8.8
1938,6.3
1939,1.6
1940,-1.0
1941,-10.5
1942,-8.1
1943,0.2
1944,-4.9
1945,-8.9
1946,0.9
1947,-0.9
1948,6.3
1949,1.4
1950,0.4
1951,-1.5
1952,-3.4
1953,2.9
1954,-3.0
1955,-4.1
1956,-2.1
1957,2.2
1958,-9.9
1959,-6.2
1960,-1.0
1961,1.7
1962,0.7
1963,-2.4
1964,-0.4
1965,0.8
1966,-11.9
1967,-6.4
1968,-1.4
1969,3.0
1970,2.3
1971,2.3
1972,6.0
1973,-15.1
1974,-0.2
1975,-0.7
1976,2.3
1977,-2.4
1978,-2.3
1979,-2.9
1980,-12.8
1981,-0.9
1982,-1.7
1983,-0.2
1984,-2.7
1985,-6.2
1986,-4.6
1987,-6.8
1988,0.2
1989,-11.1
1990,3.7
1991,-3.6
1992,2.2
1993,4.5
1994,-0.2
1995,-4.4
1996,3.1
1997,-2.2
1998,-3.5
1999,3.7
2000,4.9
2001,-9.4
2002,-7.1
2003,4.1
2004,3.8
2005,-1.0
2006,8.2
2007,5.0
2008,-0.3
2009,0.3
2010,-0.1
2011,2.1
2012,-3.4
2013,-1.3
2014,1.9
2015,3.1
2016,
2017,
2018,-0.8
