,TMAX
1881,2.2
1882,
1883,
1884,-3.9
1885,1.7
1886,-5.6
1887,1.4
1888,-14.9
1889,-2.1
1890,2.7
1891,-0.4
1892,-1.8
1893,-11.0
1894,-7.6
1895,-3.2
1896,1.1
1897,-4.6
1898,-6.5
1899,-10.7
1900,-5.3
1901,-3.1
1902,-13.4
1903,
1904,-1.5
1905,-8.1
1906,2.5
1907,-2.4
1908,-2.7
1909,-0.6
1910,0.7
1911,-4.0
1912,2.2
1913,1.5
1914,0.3
1915,-10.5
1916,-5.6
1917,-3.6
1918,0.0
1919,-0.1
1920,1.9
1921,-2.6
1922,2.5
1923,-6.5
1924,-3.5
1925,-5.3
1926,3.6
1927,2.4
1928,-6.8
1929,-6.1
1930,2.8
1931,-8.2
1932,-8.6
1933,-4.6
1934,1.8
1935,0.5
1936,5.6
1937,-1.8
1938,1.3
1939,2.4
1940,-4.3
1941,-1.2
1942,-3.6
1943,6.4
1944,0.8
1945,-10.4
1946,0.8
1947,-4.9
1948,-0.3
1949,2.2
1950,-3.8
1951,-2.5
1952,0.3
1953,2.7
1954,-1.4
1955,-3.7
1956,-4.1
1957,-3.3
1958,-9.2
1959,0.4
1960,0.6
1961,4.2
1962,-2.6
1963,-6.6
1964,4.3
1965,-3.9
1966,2.0
1967,4.4
1968,1.5
1969,-2.6
1970,1.9
1971,-0.2
1972,-5.5
1973,-3.5
1974,-1.3
1975,3.0
1976,-1.5
1977,3.2
1978,-2.1
1979,1.9
1980,-1.5
1981,1.3
1982,-0.8
1983,-4.3
1984,2.6
1985,-3.4
1986,2.3
1987,1.8
1988,-1.4
1989,2.4
1990,3.5
1991,3.4
1992,2.1
1993,0.9
1994,4.5
1995,2.5
1996,-2.2
1997,5.2
1998,-3.2
1999,-1.5
2000,-1.8
2001,0.2
2002,3.0
2003,2.9
2004,2.7
2005,-5.3
2006,-5.8
2007,4.9
2008,2.5
2009,-0.6
2010,-1.4
2011,6.3
2012,0.2
2013,-4.8
2014,
2015,
2016,
2017,6.0
2018,
2019,
