,TMAX
1881,28.8
1882,
1883,
1884,19.5
1885,14.4
1886,13.6
1887,19.7
1888,13.8
1889,15.3
1890,26.7
1891,10.9
1892,15.8
1893,22.4
1894,15.1
1895,18.1
1896,29.9
1897,10.7
1898,23.5
1899,13.0
1900,15.2
1901,26.1
1902,12.6
1903,17.8
1904,12.2
1905,12.7
1906,16.3
1907,20.0
1908,11.9
1909,13.8
1910,21.0
1911,11.4
1912,24.7
1913,17.8
1914,17.4
1915,13.3
1916,20.6
1917,21.7
1918,14.6
1919,18.5
1920,17.0
1921,16.1
1922,20.4
1923,13.1
1924,15.6
1925,16.5
1926,27.1
1927,16.3
1928,12.6
1929,18.4
1930,20.4
1931,9.7
1932,17.5
1933,22.9
1934,22.0
1935,20.1
1936,25.3
1937,23.5
1938,21.1
1939,18.0
1940,12.2
1941,6.4
1942,19.1
1943,21.1
1944,23.6
1945,22.5
1946,16.3
1947,21.4
1948,29.5
1949,23.2
1950,19.4
1951,9.8
1952,25.0
1953,20.7
1954,16.3
1955,11.8
1956,29.4
1957,16.9
1958,14.9
1959,26.4
1960,25.6
1961,28.6
1962,15.2
1963,16.2
1964,15.1
1965,25.6
1966,19.2
1967,16.3
1968,19.7
1969,18.9
1970,20.6
1971,23.3
1972,20.2
1973,25.0
1974,19.1
1975,23.7
1976,10.5
1977,24.9
1978,26.3
1979,20.7
1980,26.6
1981,18.2
1982,10.8
1983,16.7
1984,18.4
1985,17.6
1986,21.5
1987,20.8
1988,25.2
1989,30.2
1990,12.6
1991,18.4
1992,19.5
1993,13.4
1994,18.3
1995,26.5
1996,18.5
1997,26.0
1998,29.2
1999,25.0
2000,15.3
2001,20.7
2002,21.5
2003,17.7
2004,16.9
2005,17.2
2006,13.7
2007,24.4
2008,19.4
2009,13.2
2010,13.8
2011,25.2
2012,19.1
2013,22.7
2014,
2015,
2016,19.3
2017,20.9
2018,
