,TMAX
1881,-1.3
1882,
1883,
1884,1.3
1885,0.0
1886,-10.1
1887,-2.1
1888,-12.6
1889,-9.8
1890,0.3
1891,1.8
1892,-10.9
1893,-18.1
1894,1.9
1895,-13.9
1896,-3.6
1897,-13.9
1898,-11.9
1899,-11.9
1900,1.0
1901,-3.5
1902,-8.8
1903,
1904,-9.5
1905,2.5
1906,-6.4
1907,-5.6
1908,-1.3
1909,-14.7
1910,0.1
1911,-15.2
1912,-8.3
1913,-0.3
1914,-1.9
1915,-6.7
1916,1.0
1917,-16.2
1918,0.8
1919,-13.6
1920,1.1
1921,-2.6
1922,-13.3
1923,-5.2
1924,-8.1
1925,2.6
1926,-12.6
1927,-3.8
1928,-0.1
1929,-23.4
1930,-6.5
1931,-16.0
1932,-2.1
1933,-4.2
1934,-0.1
1935,-6.6
1936,-6.9
1937,1.7
1938,1.8
1939,1.7
1940,-13.0
1941,-10.9
1942,-14.1
1943,1.8
1944,-1.8
1945,-2.7
1946,-7.0
1947,-21.0
1948,-14.0
1949,-2.2
1950,-0.5
1951,-2.2
1952,-1.6
1953,-14.1
1954,-5.5
1955,2.6
1956,-22.5
1957,2.6
1958,-13.3
1959,-2.3
1960,-0.4
1961,-1.7
1962,-0.7
1963,-4.3
1964,-1.0
1965,-2.5
1966,-17.3
1967,2.2
1968,-3.0
1969,-4.0
1970,-4.8
1971,-6.5
1972,-4.0
1973,-0.2
1974,2.9
1975,0.0
1976,-6.9
1977,-7.4
1978,-6.0
1979,-13.1
1980,-4.6
1981,0.9
1982,-15.7
1983,-7.0
1984,-4.8
1985,-19.2
1986,-12.4
1987,2.1
1988,2.8
1989,5.0
1990,5.5
1991,-8.4
1992,-2.2
1993,-3.0
1994,-12.0
1995,2.3
1996,-10.6
1997,3.0
1998,-10.6
1999,-20.4
2000,3.2
2001,2.2
2002,4.4
2003,-4.1
2004,-2.5
2005,-0.1
2006,-18.2
2007,-12.8
2008,1.4
2009,0.2
2010,-7.2
2011,-1.5
2012,-8.9
2013,1.5
2014,
2015,1.2
2016,
2017,
2018,-2.8
2019,
