,TMAX
1881,26.8
1882,
1883,
1884,17.3
1885,13.4
1886,16.7
1887,17.3
1888,24.8
1889,17.5
1890,21.7
1891,25.9
1892,18.8
1893,12.8
1894,14.7
1895,20.2
1896,21.2
1897,19.9
1898,20.9
1899,11.6
1900,13.9
1901,16.9
1902,18.5
1903,16.3
1904,12.3
1905,16.3
1906,13.4
1907,15.2
1908,18.2
1909,20.3
1910,14.9
1911,19.3
1912,19.6
1913,22.3
1914,17.7
1915,18.9
1916,14.0
1917,22.1
1918,15.5
1919,18.2
1920,23.7
1921,17.9
1922,18.5
1923,21.9
1924,17.1
1925,15.1
1926,17.2
1927,19.5
1928,15.6
1929,15.5
1930,23.5
1931,19.4
1932,17.4
1933,14.3
1934,19.4
1935,16.4
1936,18.7
1937,20.7
1938,24.7
1939,26.7
1940,17.5
1941,14.4
1942,23.0
1943,18.9
1944,25.3
1945,16.2
1946,16.3
1947,13.5
1948,14.2
1949,21.8
1950,21.6
1951,25.2
1952,12.8
1953,17.9
1954,21.9
1955,25.6
1956,18.6
1957,19.1
1958,17.4
1959,8.7
1960,18.2
1961,16.9
1962,17.3
1963,19.2
1964,19.2
1965,27.8
1966,13.0
1967,17.4
1968,21.3
1969,23.0
1970,15.3
1971,23.3
1972,19.8
1973,10.4
1974,24.0
1975,17.8
1976,16.2
1977,20.7
1978,14.1
1979,21.1
1980,15.3
1981,17.2
1982,19.7
1983,13.4
1984,13.5
1985,19.1
1986,11.8
1987,16.8
1988,17.4
1989,13.9
1990,17.2
1991,19.3
1992,17.5
1993,12.3
1994,23.2
1995,21.5
1996,24.9
1997,29.8
1998,17.1
1999,19.4
2000,22.2
2001,19.2
2002,27.0
2003,15.8
2004,19.9
2005,19.8
2006,18.6
2007,16.8
2008,17.2
2009,19.4
2010,16.1
2011,27.7
2012,19.7
2013,20.4
2014,
2015,18.1
2016,17.0
2017,15.1
2018,22.0
