,TMAX
1881,0.5
1882,
1883,
1884,2.7
1885,2.7
1886,7.4
1887,3.2
1888,5.9
1889,7.0
1890,6.2
1891,2.2
1892,0.9
1893,3.0
1894,9.1
1895,1.3
1896,1.9
1897,4.8
1898,2.9
1899,7.5
1900,4.6
1901,3.7
1902,-0.8
1903,
1904,5.2
1905,2.8
1906,0.8
1907,7.2
1908,6.3
1909,2.2
1910,6.7
1911,-5.4
1912,2.0
1913,4.8
1914,4.8
1915,1.7
1916,12.3
1917,3.6
1918,3.7
1919,1.9
1920,9.2
1921,13.2
1922,4.2
1923,3.4
1924,-0.4
1925,6.1
1926,3.9
1927,4.0
1928,6.9
1929,-2.1
1930,8.6
1931,3.0
1932,5.5
1933,2.5
1934,8.9
1935,6.9
1936,0.2
1937,8.8
1938,0.3
1939,2.9
1940,0.4
1941,2.2
1942,-1.0
1943,6.5
1944,2.4
1945,3.1
1946,9.8
1947,5.5
1948,6.8
1949,9.9
1950,7.8
1951,5.6
1952,1.8
1953,9.9
1954,7.4
1955,0.2
1956,-0.7
1957,7.6
1958,6.5
1959,7.0
1960,5.7
1961,4.2
1962,8.7
1963,0.2
1964,3.9
1965,3.2
1966,6.0
1967,5.1
1968,7.6
1969,4.8
1970,5.3
1971,10.6
1972,7.9
1973,8.3
1974,6.5
1975,2.4
1976,3.8
1977,-0.1
1978,-0.6
1979,5.7
1980,5.8
1981,4.7
1982,4.3
1983,19.0
1984,13.4
1985,3.2
1986,6.7
1987,7.9
1988,9.4
1989,5.5
1990,5.3
1991,14.9
1992,10.8
1993,4.0
1994,10.6
1995,3.9
1996,11.7
1997,1.0
1998,4.1
1999,2.4
2000,7.4
2001,15.0
2002,2.4
2003,1.8
2004,9.3
2005,16.3
2006,5.6
2007,7.6
2008,13.5
2009,4.3
2010,12.7
2011,8.8
2012,6.2
2013,4.3
2014,
2015,9.2
2016,
2017,
2018,15.3
2019,15.2
