,TMAX
1881,4.4
1882,
1883,
1884,3.2
1885,4.7
1886,0.7
1887,11.5
1888,15.8
1889,12.2
1890,17.3
1891,9.0
1892,10.1
1893,5.7
1894,13.1
1895,13.1
1896,10.4
1897,22.9
1898,10.5
1899,16.0
1900,5.1
1901,12.0
1902,5.0
1903,19.6
1904,7.5
1905,20.2
1906,19.8
1907,7.7
1908,3.7
1909,9.5
1910,17.2
1911,10.1
1912,6.4
1913,6.7
1914,6.4
1915,7.8
1916,17.2
1917,5.0
1918,7.8
1919,18.8
1920,11.3
1921,15.2
1922,10.4
1923,10.0
1924,3.9
1925,12.4
1926,7.2
1927,6.7
1928,11.6
1929,6.3
1930,11.9
1931,21.9
1932,14.6
1933,7.2
1934,24.9
1935,1.5
1936,17.7
1937,15.0
1938,10.4
1939,8.6
1940,13.6
1941,5.9
1942,13.0
1943,5.2
1944,3.7
1945,16.4
1946,8.8
1947,5.9
1948,23.2
1949,11.7
1950,9.8
1951,15.3
1952,9.3
1953,13.8
1954,11.4
1955,6.7
1956,6.9
1957,11.2
1958,7.6
1959,19.5
1960,16.5
1961,6.1
1962,11.1
1963,11.6
1964,13.9
1965,4.9
1966,11.3
1967,6.4
1968,14.5
1969,4.0
1970,13.1
1971,7.3
1972,17.4
1973,13.5
1974,11.1
1975,20.7
1976,4.4
1977,11.3
1978,8.0
1979,11.8
1980,13.0
1981,9.2
1982,14.5
1983,10.6
1984,16.3
1985,12.7
1986,6.7
1987,24.2
1988,13.3
1989,13.5
1990,13.2
1991,14.0
1992,13.0
1993,22.2
1994,9.9
1995,1.8
1996,10.6
1997,9.0
1998,22.2
1999,7.6
2000,5.7
2001,16.5
2002,20.2
2003,12.9
2004,15.7
2005,4.4
2006,17.7
2007,5.1
2008,23.2
2009,13.5
2010,13.9
2011,6.9
2012,11.3
2013,10.7
2014,
2015,
2016,
2017,
2018,10.2
