,TMAX
1881,-20.1
1882,
1883,
1884,-6.7
1885,-1.7
1886,-1.0
1887,-15.8
1888,-3.2
1889,-2.2
1890,-12.3
1891,-9.4
1892,-11.6
1893,-8.6
1894,-1.9
1895,-1.2
1896,2.1
1897,-10.1
1898,4.1
1899,-9.9
1900,-11.7
1901,-0.9
1902,-12.6
1903,
1904,0.8
1905,-10.3
1906,1.5
1907,
1908,2.6
1909,2.2
1910,1.7
1911,-4.5
1912,
1913,-10.8
1914,-1.7
1915,
1916,-0.5
1917,-9.0
1918,-1.6
1919,0.1
1920,-6.0
1921,1.0
1922,-6.0
1923,-9.5
1924,-5.9
1925,4.0
1926,-8.6
1927,-8.5
1928,-10.1
1929,-4.3
1930,1.2
1931,-3.3
1932,3.6
1933,-18.4
1934,1.8
1935,0.0
1936,-1.0
1937,-9.9
1938,-1.1
1939,-1.2
1940,-19.7
1941,-12.8
1942,-13.1
1943,-9.7
1944,1.0
1945,-0.7
1946,0.0
1947,1.1
1948,-5.0
1949,-5.8
1950,-5.5
1951,-2.7
1952,-2.4
1953,2.1
1954,-4.8
1955,-1.7
1956,0.9
1957,0.5
1958,1.0
1959,-10.0
1960,-4.2
1961,-6.8
1962,3.2
1963,-3.4
1964,-0.4
1965,2.2
1966,-10.0
1967,-0.9
1968,-19.7
1969,-18.5
1970,-9.2
1971,2.2
1972,-13.0
1973,-9.0
1974,0.2
1975,2.9
1976,-6.9
1977,-8.5
1978,-6.3
1979,-8.9
1980,-1.9
1981,-2.3
1982,-1.4
1983,-2.0
1984,2.0
1985,-1.1
1986,-14.9
1987,-2.5
1988,-2.0
1989,-3.9
1990,-0.3
1991,0.5
1992,-6.2
1993,2.5
1994,-5.1
1995,-4.9
1996,-3.4
1997,1.4
1998,1.9
1999,2.8
2000,-3.2
2001,-0.9
2002,1.5
2003,3.2
2004,-4.3
2005,0.1
2006,-22.3
2007,3.2
2008,2.2
2009,-3.3
2010,-12.9
2011,0.2
2012,-4.7
2013,-10.0
2014,
2015,
2016,-2.4
2017,
2018,-1.7
2019,
