,TMAX
1881,-6.7
1882,
1883,
1884,-3.9
1885,-1.6
1886,-4.4
1887,-2.5
1888,-11.3
1889,-4.8
1890,1.4
1891,-0.5
1892,-2.1
1893,-12.6
1894,-7.0
1895,-2.1
1896,0.9
1897,-2.1
1898,-7.2
1899,-9.2
1900,-10.3
1901,-4.9
1902,-8.8
1903,
1904,-4.7
1905,-4.5
1906,3.2
1907,-1.9
1908,0.7
1909,-2.0
1910,-0.1
1911,-3.8
1912,2.7
1913,2.4
1914,2.4
1915,-14.3
1916,-5.4
1917,-5.9
1918,-1.0
1919,2.1
1920,4.4
1921,-3.3
1922,1.9
1923,-6.6
1924,-1.7
1925,-5.6
1926,1.1
1927,2.3
1928,-5.9
1929,-6.6
1930,2.8
1931,-7.9
1932,-4.6
1933,-7.0
1934,2.8
1935,-2.4
1936,4.3
1937,0.8
1938,0.0
1939,2.1
1940,-1.9
1941,1.2
1942,-4.6
1943,3.7
1944,1.3
1945,-8.6
1946,1.9
1947,-8.1
1948,1.2
1949,-0.3
1950,-1.7
1951,-2.6
1952,0.0
1953,0.4
1954,-0.8
1955,-4.4
1956,-5.8
1957,-3.8
1958,-9.5
1959,1.5
1960,-3.1
1961,1.7
1962,-4.7
1963,0.7
1964,2.0
1965,-1.4
1966,1.6
1967,3.0
1968,0.6
1969,-4.5
1970,4.0
1971,-1.4
1972,0.8
1973,-0.7
1974,-1.1
1975,3.0
1976,-1.5
1977,1.1
1978,0.2
1979,4.2
1980,2.0
1981,-5.9
1982,1.3
1983,-4.5
1984,1.6
1985,-3.2
1986,2.4
1987,1.5
1988,-1.1
1989,3.3
1990,0.4
1991,3.0
1992,4.2
1993,0.3
1994,2.4
1995,4.4
1996,-1.8
1997,6.5
1998,-3.3
1999,-0.7
2000,0.5
2001,-3.1
2002,-2.7
2003,4.4
2004,1.4
2005,-4.0
2006,-7.2
2007,6.1
2008,1.5
2009,2.6
2010,-3.8
2011,1.5
2012,-1.0
2013,-2.4
2014,
2015,
2016,
2017,
2018,
2019,7.5
