,TMAX
1881,1.9
1882,
1883,
1884,-1.5
1885,-1.4
1886,-4.8
1887,-1.4
1888,-10.3
1889,-5.9
1890,2.7
1891,-8.2
1892,-4.6
1893,-13.9
1894,-15.0
1895,-1.8
1896,-7.4
1897,-0.6
1898,-1.7
1899,-9.7
1900,-8.1
1901,-4.2
1902,-13.3
1903,
1904,-2.1
1905,2.3
1906,-1.7
1907,
1908,-10.2
1909,0.7
1910,1.4
1911,-2.8
1912,1.4
1913,2.3
1914,-1.5
1915,-4.4
1916,1.6
1917,-14.5
1918,-5.8
1919,-4.2
1920,1.1
1921,-13.5
1922,-3.1
1923,1.9
1924,-7.0
1925,3.1
1926,-2.4
1927,-10.6
1928,-2.4
1929,-1.1
1930,1.3
1931,-5.7
1932,-2.9
1933,-0.3
1934,-3.0
1935,-5.9
1936,2.2
1937,2.7
1938,-8.1
1939,-8.3
1940,-6.3
1941,-10.5
1942,-11.8
1943,-3.4
1944,-3.1
1945,-0.6
1946,-8.8
1947,-11.3
1948,-11.2
1949,3.1
1950,-14.0
1951,-3.7
1952,1.6
1953,-5.5
1954,-0.9
1955,-2.6
1956,-3.2
1957,-5.3
1958,-7.6
1959,1.4
1960,0.4
1961,0.5
1962,0.2
1963,-1.3
1964,-3.3
1965,2.1
1966,-7.9
1967,-3.9
1968,-5.8
1969,-4.2
1970,-5.8
1971,-9.1
1972,-1.5
1973,2.3
1974,1.0
1975,3.5
1976,-8.0
1977,-5.4
1978,0.7
1979,-14.6
1980,0.4
1981,-4.5
1982,-14.1
1983,-5.4
1984,0.4
1985,-12.3
1986,-5.4
1987,-15.2
1988,5.7
1989,1.5
1990,-6.2
1991,-4.2
1992,5.3
1993,1.0
1994,-0.2
1995,-2.2
1996,-11.2
1997,-2.4
1998,-1.8
1999,-2.9
2000,-7.3
2001,-2.3
2002,-5.8
2003,-18.0
2004,-8.2
2005,2.4
2006,1.0
2007,2.6
2008,-8.1
2009,-8.1
2010,-14.3
2011,-8.0
2012,0.1
2013,1.9
2014,
2015,
2016,-8.0
2017,
2018,2.7
2019,
