,TMAX
1881,26.3
1882,
1883,
1884,16.2
1885,17.8
1886,18.7
1887,19.7
1888,12.4
1889,15.5
1890,27.4
1891,8.7
1892,15.7
1893,20.1
1894,18.8
1895,17.9
1896,28.4
1897,11.2
1898,23.7
1899,8.9
1900,14.7
1901,26.1
1902,9.7
1903,16.3
1904,11.3
1905,17.0
1906,16.1
1907,13.5
1908,8.9
1909,14.6
1910,17.9
1911,16.7
1912,20.4
1913,24.7
1914,13.6
1915,12.0
1916,24.9
1917,17.6
1918,14.1
1919,21.6
1920,16.0
1921,12.7
1922,18.9
1923,10.2
1924,13.1
1925,13.9
1926,26.2
1927,12.6
1928,8.4
1929,17.1
1930,20.1
1931,10.0
1932,12.3
1933,20.3
1934,20.7
1935,16.1
1936,24.5
1937,17.0
1938,18.6
1939,24.2
1940,16.8
1941,9.7
1942,15.0
1943,17.3
1944,21.7
1945,17.8
1946,15.3
1947,24.4
1948,24.5
1949,20.6
1950,17.7
1951,13.7
1952,19.4
1953,21.5
1954,10.1
1955,18.5
1956,22.5
1957,14.6
1958,14.6
1959,26.0
1960,24.5
1961,28.4
1962,15.8
1963,18.3
1964,19.4
1965,21.9
1966,25.0
1967,14.9
1968,22.4
1969,13.5
1970,23.0
1971,19.5
1972,25.5
1973,22.1
1974,22.1
1975,20.3
1976,12.6
1977,20.2
1978,25.6
1979,20.2
1980,25.0
1981,19.4
1982,11.0
1983,15.0
1984,20.1
1985,12.1
1986,24.7
1987,19.4
1988,29.8
1989,23.2
1990,11.4
1991,12.8
1992,23.5
1993,15.5
1994,17.0
1995,24.3
1996,16.5
1997,23.4
1998,17.1
1999,29.5
2000,15.8
2001,24.1
2002,18.6
2003,16.6
2004,17.5
2005,17.4
2006,11.3
2007,22.9
2008,16.0
2009,13.2
2010,19.3
2011,26.4
2012,17.0
2013,21.6
2014,
2015,
2016,
2017,23.2
2018,
