,TMAX
1881,11.9
1882,
1883,
1884,11.5
1885,25.6
1886,16.1
1887,24.6
1888,9.0
1889,12.3
1890,24.5
1891,15.5
1892,17.3
1893,12.5
1894,13.9
1895,21.3
1896,14.9
1897,14.9
1898,20.0
1899,19.0
1900,10.9
1901,11.6
1902,13.9
1903,10.0
1904,9.0
1905,8.2
1906,26.3
1907,22.2
1908,13.3
1909,5.5
1910,9.7
1911,5.8
1912,16.5
1913,13.8
1914,14.3
1915,14.9
1916,6.5
1917,5.4
1918,13.3
1919,16.2
1920,20.4
1921,24.7
1922,16.3
1923,13.4
1924,8.9
1925,19.4
1926,20.9
1927,9.4
1928,15.3
1929,15.8
1930,28.5
1931,21.3
1932,14.8
1933,13.1
1934,15.6
1935,15.6
1936,22.6
1937,22.9
1938,7.7
1939,20.1
1940,23.2
1941,13.7
1942,13.1
1943,9.6
1944,12.1
1945,9.3
1946,12.8
1947,11.8
1948,15.6
1949,24.3
1950,16.5
1951,10.7
1952,10.3
1953,25.3
1954,20.7
1955,11.5
1956,11.8
1957,25.6
1958,18.9
1959,9.8
1960,9.0
1961,14.6
1962,18.1
1963,20.0
1964,12.9
1965,10.1
1966,20.8
1967,16.1
1968,12.6
1969,12.0
1970,15.7
1971,16.5
1972,26.5
1973,23.7
1974,9.0
1975,20.6
1976,13.0
1977,12.8
1978,18.3
1979,16.6
1980,3.0
1981,20.5
1982,11.6
1983,17.9
1984,17.1
1985,7.8
1986,18.3
1987,18.0
1988,22.0
1989,13.3
1990,11.5
1991,16.2
1992,12.3
1993,23.4
1994,8.8
1995,18.8
1996,14.7
1997,9.5
1998,13.3
1999,19.2
2000,20.1
2001,9.0
2002,15.2
2003,21.6
2004,10.6
2005,19.3
2006,18.4
2007,20.2
2008,16.1
2009,17.2
2010,26.0
2011,18.2
2012,25.6
2013,21.0
2014,
2015,
2016,
2017,
2018,23.5
