,TMAX
1881,1.2
1882,
1883,
1884,2.7
1885,5.3
1886,7.4
1887,4.1
1888,4.0
1889,1.3
1890,5.9
1891,0.2
1892,-0.3
1893,3.2
1894,-0.8
1895,6.8
1896,-0.5
1897,2.1
1898,1.9
1899,1.2
1900,0.5
1901,-4.8
1902,3.2
1903,
1904,2.0
1905,1.5
1906,-2.2
1907,8.0
1908,0.7
1909,3.1
1910,-0.6
1911,1.9
1912,4.9
1913,2.2
1914,2.8
1915,-4.5
1916,4.7
1917,-4.0
1918,-5.9
1919,-0.6
1920,9.0
1921,4.8
1922,2.5
1923,2.9
1924,2.8
1925,0.9
1926,2.7
1927,0.3
1928,5.9
1929,6.8
1930,-1.1
1931,2.5
1932,3.2
1933,1.4
1934,4.0
1935,-0.6
1936,-1.0
1937,5.2
1938,0.7
1939,1.6
1940,1.9
1941,-4.8
1942,-5.1
1943,2.1
1944,-5.7
1945,1.1
1946,2.4
1947,3.2
1948,4.6
1949,3.3
1950,2.4
1951,4.7
1952,-8.6
1953,2.5
1954,2.9
1955,-2.6
1956,2.7
1957,5.7
1958,-3.3
1959,3.9
1960,3.5
1961,3.9
1962,3.4
1963,-3.0
1964,2.8
1965,4.0
1966,4.5
1967,7.9
1968,4.8
1969,2.1
1970,3.9
1971,4.6
1972,7.9
1973,9.0
1974,4.7
1975,2.4
1976,3.0
1977,-3.2
1978,8.0
1979,8.1
1980,3.2
1981,0.1
1982,3.1
1983,2.2
1984,3.0
1985,4.3
1986,8.2
1987,3.3
1988,4.7
1989,1.3
1990,6.8
1991,0.6
1992,8.8
1993,2.7
1994,-1.4
1995,1.8
1996,2.0
1997,1.3
1998,8.1
1999,13.1
2000,3.4
2001,-0.7
2002,7.5
2003,8.1
2004,2.4
2005,-1.5
2006,2.4
2007,13.1
2008,1.9
2009,3.3
2010,9.1
2011,0.5
2012,4.5
2013,1.5
2014,
2015,6.8
2016,
2017,3.2
2018,-1.5
2019,
