,TMAX
1881,7.9
1882,
1883,8.7
1884,15.3
1885,3.6
1886,8.4
1887,8.5
1888,11.0
1889,20.5
1890,11.3
1891,18.3
1892,9.6
1893,17.4
1894,6.1
1895,13.1
1896,14.7
1897,5.3
1898,7.9
1899,17.9
1900,15.2
1901,13.3
1902,2.9
1903,
1904,15.8
1905,8.0
1906,11.5
1907,10.5
1908,11.6
1909,9.0
1910,7.2
1911,11.9
1912,10.6
1913,13.3
1914,6.9
1915,16.0
1916,4.0
1917,9.5
1918,9.2
1919,14.7
1920,5.8
1921,10.4
1922,8.4
1923,9.4
1924,17.0
1925,12.6
1926,11.9
1927,12.3
1928,4.9
1929,13.6
1930,5.6
1931,11.1
1932,15.3
1933,13.3
1934,14.5
1935,17.6
1936,5.9
1937,11.8
1938,14.3
1939,5.5
1940,10.5
1941,10.2
1942,14.3
1943,16.1
1944,12.3
1945,9.5
1946,6.5
1947,7.8
1948,9.4
1949,10.7
1950,15.4
1951,10.5
1952,7.8
1953,13.5
1954,6.6
1955,11.1
1956,12.2
1957,6.8
1958,8.0
1959,6.3
1960,11.6
1961,14.5
1962,14.6
1963,12.5
1964,11.0
1965,9.7
1966,16.0
1967,15.1
1968,8.0
1969,9.0
1970,8.4
1971,10.3
1972,7.8
1973,8.5
1974,20.9
1975,14.6
1976,7.6
1977,10.6
1978,6.9
1979,6.5
1980,8.7
1981,18.9
1982,9.6
1983,8.1
1984,16.4
1985,12.8
1986,12.7
1987,12.3
1988,9.7
1989,7.3
1990,6.0
1991,13.7
1992,8.2
1993,11.0
1994,7.0
1995,10.1
1996,11.3
1997,9.3
1998,9.0
1999,15.3
2000,18.1
2001,13.8
2002,9.8
2003,12.8
2004,10.6
2005,18.6
2006,15.7
2007,16.1
2008,12.8
2009,7.6
2010,10.5
2011,12.7
2012,17.7
2013,7.9
2014,
2015,16.0
2016,13.1
2017,9.0
2018,11.0
