,TMAX
1881,23.0
1882,
1883,
1884,24.2
1885,24.4
1886,19.7
1887,19.0
1888,17.9
1889,17.1
1890,21.8
1891,16.4
1892,13.7
1893,20.2
1894,20.1
1895,17.7
1896,17.9
1897,26.3
1898,25.9
1899,17.5
1900,21.7
1901,20.2
1902,18.7
1903,19.0
1904,17.1
1905,22.5
1906,19.0
1907,17.4
1908,25.0
1909,15.7
1910,11.3
1911,28.3
1912,23.9
1913,21.4
1914,24.2
1915,22.1
1916,15.6
1917,27.3
1918,17.6
1919,16.2
1920,23.2
1921,19.1
1922,17.3
1923,16.9
1924,21.1
1925,22.0
1926,21.1
1927,28.0
1928,15.5
1929,19.8
1930,20.5
1931,18.7
1932,24.9
1933,15.7
1934,23.3
1935,22.4
1936,23.3
1937,24.0
1938,24.7
1939,22.6
1940,22.8
1941,20.3
1942,21.7
1943,18.1
1944,23.2
1945,26.1
1946,26.1
1947,26.0
1948,20.2
1949,18.8
1950,21.4
1951,23.9
1952,16.8
1953,21.7
1954,25.7
1955,20.4
1956,13.4
1957,21.7
1958,16.8
1959,21.6
1960,17.0
1961,20.5
1962,16.6
1963,21.1
1964,16.7
1965,19.3
1966,21.5
1967,20.1
1968,20.0
1969,24.4
1970,21.7
1971,19.7
1972,22.2
1973,24.3
1974,17.4
1975,16.5
1976,15.8
1977,21.5
1978,14.0
1979,25.6
1980,18.3
1981,17.7
1982,19.0
1983,27.1
1984,19.9
1985,29.8
1986,20.7
1987,18.2
1988,17.0
1989,20.3
1990,20.6
1991,18.9
1992,31.9
1993,25.1
1994,19.7
1995,16.0
1996,24.8
1997,23.5
1998,19.2
1999,19.9
2000,19.8
2001,20.2
2002,25.6
2003,18.1
2004,22.6
2005,22.9
2006,24.3
2007,29.0
2008,22.6
2009,25.0
2010,23.4
2011,19.6
2012,14.8
2013,19.9
2014,
2015,26.5
2016,
2017,22.0
2018,
