,TMAX
1881,28.7
1882,
1883,
1884,19.9
1885,16.5
1886,9.2
1887,17.6
1888,16.3
1889,15.6
1890,23.8
1891,14.7
1892,13.5
1893,23.8
1894,16.3
1895,17.9
1896,27.8
1897,13.4
1898,22.8
1899,6.4
1900,9.9
1901,27.8
1902,13.5
1903,22.0
1904,14.5
1905,9.7
1906,18.5
1907,23.0
1908,12.6
1909,18.8
1910,20.4
1911,9.5
1912,29.4
1913,20.3
1914,15.4
1915,15.8
1916,18.5
1917,20.6
1918,15.4
1919,20.5
1920,14.6
1921,18.2
1922,19.6
1923,11.4
1924,20.2
1925,15.9
1926,21.7
1927,17.1
1928,16.7
1929,16.7
1930,20.2
1931,13.8
1932,15.7
1933,25.2
1934,15.6
1935,16.7
1936,22.4
1937,27.7
1938,21.7
1939,13.7
1940,13.4
1941,8.7
1942,18.1
1943,23.8
1944,27.4
1945,20.8
1946,18.8
1947,13.5
1948,22.2
1949,24.1
1950,22.9
1951,17.0
1952,18.8
1953,20.3
1954,16.9
1955,10.5
1956,31.3
1957,20.2
1958,23.4
1959,28.2
1960,20.2
1961,27.7
1962,13.6
1963,15.3
1964,22.6
1965,27.6
1966,18.4
1967,15.1
1968,18.4
1969,21.7
1970,23.1
1971,20.1
1972,13.5
1973,25.3
1974,15.7
1975,24.7
1976,14.2
1977,24.4
1978,19.4
1979,20.2
1980,28.2
1981,24.0
1982,7.4
1983,18.4
1984,14.3
1985,15.8
1986,23.7
1987,18.9
1988,24.7
1989,18.4
1990,17.3
1991,17.7
1992,14.5
1993,12.4
1994,20.5
1995,28.0
1996,23.6
1997,28.7
1998,22.3
1999,25.5
2000,18.3
2001,22.0
2002,22.4
2003,22.6
2004,14.1
2005,19.1
2006,16.5
2007,24.8
2008,20.3
2009,14.3
2010,18.7
2011,28.1
2012,20.5
2013,24.4
2014,
2015,
2016,11.3
2017,
2018,
