,TMAX
1881,-0.4
1882,
1883,
1884,1.7
1885,-1.3
1886,-5.4
1887,3.1
1888,-15.9
1889,-0.1
1890,-10.0
1891,-8.0
1892,-24.1
1893,-11.1
1894,2.6
1895,-8.7
1896,-1.4
1897,2.9
1898,-2.0
1899,-0.2
1900,-2.5
1901,2.0
1902,2.1
1903,
1904,1.2
1905,-0.4
1906,-6.3
1907,
1908,-2.3
1909,-0.6
1910,-7.0
1911,-1.4
1912,-4.7
1913,-6.7
1914,3.6
1915,-4.1
1916,2.9
1917,-11.0
1918,2.2
1919,-3.3
1920,-17.9
1921,-7.6
1922,-4.5
1923,2.9
1924,-24.3
1925,-0.8
1926,0.1
1927,1.0
1928,3.0
1929,-9.3
1930,1.4
1931,-9.2
1932,1.8
1933,-0.1
1934,0.8
1935,3.0
1936,-1.8
1937,-8.1
1938,-1.4
1939,-2.2
1940,-2.7
1941,-20.6
1942,-21.3
1943,-10.1
1944,1.6
1945,-10.7
1946,-7.1
1947,-10.4
1948,-0.8
1949,1.3
1950,-0.9
1951,-7.1
1952,-2.1
1953,-14.5
1954,-11.7
1955,2.2
1956,-20.5
1957,-1.4
1958,-3.6
1959,-3.3
1960,0.7
1961,-7.2
1962,-7.7
1963,-13.0
1964,-6.7
1965,-2.2
1966,-10.2
1967,-14.4
1968,-5.9
1969,-18.6
1970,-4.0
1971,3.4
1972,-5.2
1973,2.3
1974,-3.3
1975,1.4
1976,-8.0
1977,-8.8
1978,-5.0
1979,-1.8
1980,-15.8
1981,0.1
1982,-8.8
1983,2.3
1984,2.3
1985,-16.4
1986,2.6
1987,-9.6
1988,-10.3
1989,1.7
1990,3.1
1991,3.2
1992,1.2
1993,-8.1
1994,-4.4
1995,1.5
1996,-9.7
1997,-3.9
1998,1.4
1999,-13.7
2000,-10.7
2001,0.6
2002,0.5
2003,2.8
2004,-5.9
2005,-4.3
2006,-1.5
2007,-5.3
2008,2.0
2009,1.9
2010,-12.0
2011,-3.1
2012,-11.2
2013,-4.0
2014,
2015,-1.4
2016,
2017,
2018,4.0
2019,-9.1
