,TMAX
1881,18.9
1882,
1883,
1884,16.3
1885,22.8
1886,21.4
1887,26.3
1888,16.8
1889,27.5
1890,25.2
1891,21.9
1892,20.5
1893,16.6
1894,19.4
1895,18.4
1896,19.7
1897,17.0
1898,21.0
1899,26.5
1900,17.7
1901,14.2
1902,16.8
1903,21.1
1904,17.6
1905,23.5
1906,25.9
1907,24.5
1908,12.4
1909,21.6
1910,28.5
1911,20.2
1912,17.5
1913,19.3
1914,27.5
1915,20.3
1916,24.7
1917,15.6
1918,26.2
1919,24.2
1920,22.1
1921,24.2
1922,23.2
1923,21.4
1924,16.9
1925,27.7
1926,19.9
1927,24.3
1928,18.7
1929,20.5
1930,22.8
1931,25.8
1932,22.3
1933,22.5
1934,22.6
1935,16.7
1936,23.6
1937,21.9
1938,22.2
1939,21.5
1940,30.2
1941,24.0
1942,22.4
1943,15.5
1944,24.3
1945,29.3
1946,23.2
1947,22.5
1948,17.4
1949,27.8
1950,18.3
1951,15.5
1952,18.9
1953,20.3
1954,26.4
1955,24.9
1956,28.3
1957,17.7
1958,16.5
1959,21.5
1960,23.4
1961,19.4
1962,20.4
1963,23.6
1964,18.7
1965,18.2
1966,23.2
1967,18.6
1968,21.0
1969,20.5
1970,19.1
1971,21.9
1972,26.0
1973,28.5
1974,23.4
1975,20.6
1976,10.5
1977,20.0
1978,28.1
1979,16.2
1980,17.2
1981,19.1
1982,19.5
1983,23.4
1984,19.6
1985,22.9
1986,21.2
1987,20.1
1988,23.3
1989,21.3
1990,25.7
1991,23.2
1992,18.5
1993,17.0
1994,19.6
1995,18.2
1996,25.1
1997,24.4
1998,21.8
1999,32.2
2000,22.1
2001,27.1
2002,21.2
2003,23.7
2004,19.4
2005,26.9
2006,24.7
2007,24.4
2008,16.2
2009,15.2
2010,30.1
2011,24.7
2012,26.1
2013,22.5
2014,
2015,18.5
2016,16.0
2017,14.6
2018,20.3
