,TMAX
1881,5.6
1882,
1883,4.5
1884,0.1
1885,2.5
1886,2.6
1887,3.0
1888,5.3
1889,3.9
1890,-1.6
1891,-1.9
1892,-2.2
1893,-1.2
1894,4.6
1895,7.3
1896,0.5
1897,-4.1
1898,6.2
1899,4.3
1900,1.2
1901,-0.3
1902,1.7
1903,
1904,3.4
1905,-1.0
1906,2.3
1907,-1.3
1908,2.6
1909,-6.0
1910,2.3
1911,9.4
1912,2.4
1913,4.8
1914,0.3
1915,0.6
1916,0.1
1917,0.5
1918,5.5
1919,-3.3
1920,2.4
1921,-3.1
1922,1.9
1923,5.4
1924,1.6
1925,-0.5
1926,2.8
1927,-7.7
1928,6.8
1929,3.4
1930,-3.4
1931,1.3
1932,-4.6
1933,-4.2
1934,8.5
1935,-0.6
1936,0.1
1937,0.7
1938,1.1
1939,5.1
1940,2.9
1941,-4.3
1942,2.0
1943,7.2
1944,-2.8
1945,1.3
1946,-4.3
1947,-2.1
1948,5.3
1949,2.8
1950,2.7
1951,-4.6
1952,1.5
1953,1.9
1954,-0.2
1955,4.7
1956,-3.1
1957,1.8
1958,7.4
1959,-2.3
1960,-8.6
1961,0.2
1962,0.6
1963,3.8
1964,5.2
1965,-8.6
1966,2.2
1967,2.4
1968,-1.6
1969,6.5
1970,5.7
1971,0.2
1972,1.8
1973,-2.0
1974,6.4
1975,1.2
1976,2.0
1977,3.9
1978,3.3
1979,6.3
1980,8.2
1981,-2.0
1982,2.8
1983,0.9
1984,0.2
1985,-1.2
1986,3.3
1987,1.7
1988,0.8
1989,0.0
1990,4.8
1991,2.0
1992,-0.9
1993,-7.8
1994,0.0
1995,3.4
1996,6.5
1997,-2.0
1998,-9.9
1999,0.3
2000,2.4
2001,3.9
2002,1.3
2003,0.7
2004,-1.8
2005,1.0
2006,2.2
2007,-1.3
2008,2.2
2009,4.7
2010,2.9
2011,6.0
2012,6.6
2013,5.1
2014,1.2
2015,3.2
2016,2.4
2017,
