,TMAX
1881,-1.5
1882,
1883,1.2
1884,2.6
1885,-10.9
1886,3.2
1887,-2.0
1888,-11.1
1889,-0.2
1890,-6.0
1891,3.0
1892,-5.7
1893,-0.7
1894,-0.7
1895,-1.4
1896,-5.2
1897,-2.0
1898,1.8
1899,-7.4
1900,0.0
1901,-6.0
1902,-1.1
1903,
1904,1.2
1905,3.2
1906,1.5
1907,-10.2
1908,-1.6
1909,1.9
1910,0.9
1911,-0.4
1912,-3.0
1913,1.4
1914,-1.4
1915,-7.0
1916,-2.2
1917,-10.8
1918,-7.4
1919,-13.0
1920,-0.6
1921,-5.6
1922,-2.6
1923,2.1
1924,3.5
1925,-6.2
1926,1.9
1927,-0.9
1928,-0.9
1929,3.9
1930,-7.6
1931,-1.7
1932,1.8
1933,-10.0
1934,-1.9
1935,-0.8
1936,2.4
1937,-5.2
1938,-0.2
1939,-4.0
1940,-3.1
1941,-11.8
1942,2.9
1943,1.7
1944,4.6
1945,-6.2
1946,-9.2
1947,1.2
1948,-4.9
1949,0.6
1950,2.8
1951,-4.0
1952,1.6
1953,-1.4
1954,1.5
1955,-17.2
1956,2.5
1957,-10.5
1958,-7.0
1959,-9.8
1960,-0.9
1961,-4.4
1962,-0.1
1963,-12.8
1964,2.8
1965,3.0
1966,-9.2
1967,-9.6
1968,-0.2
1969,-0.2
1970,2.1
1971,-5.8
1972,3.0
1973,1.6
1974,2.0
1975,2.2
1976,1.3
1977,-5.3
1978,-8.7
1979,-7.0
1980,-9.0
1981,-8.0
1982,1.5
1983,-8.4
1984,-0.7
1985,-0.3
1986,0.3
1987,-9.9
1988,-8.0
1989,-15.7
1990,2.5
1991,1.9
1992,2.0
1993,2.0
1994,1.9
1995,-5.3
1996,1.0
1997,-4.8
1998,-2.9
1999,3.2
2000,6.2
2001,-2.0
2002,1.3
2003,2.3
2004,2.7
2005,3.5
2006,5.0
2007,3.8
2008,1.4
2009,0.5
2010,-4.5
2011,2.8
2012,0.5
2013,4.2
2014,
2015,
2016,-4.8
2017,
2018,
