,TMAX
1881,-1.2
1882,
1883,
1884,7.7
1885,8.3
1886,4.9
1887,3.8
1888,-0.2
1889,4.3
1890,10.7
1891,5.8
1892,0.6
1893,5.4
1894,10.0
1895,1.8
1896,5.8
1897,5.4
1898,2.8
1899,5.4
1900,6.8
1901,2.7
1902,-1.4
1903,
1904,3.0
1905,-2.0
1906,5.1
1907,6.7
1908,7.4
1909,3.0
1910,5.4
1911,4.3
1912,-3.2
1913,3.9
1914,5.4
1915,5.5
1916,-1.5
1917,2.9
1918,5.4
1919,-1.1
1920,11.3
1921,4.4
1922,3.9
1923,1.1
1924,3.4
1925,7.9
1926,-1.6
1927,5.3
1928,2.6
1929,0.4
1930,12.2
1931,2.5
1932,6.6
1933,3.1
1934,10.5
1935,5.2
1936,2.1
1937,9.3
1938,5.7
1939,4.6
1940,4.8
1941,-0.5
1942,6.7
1943,10.8
1944,2.6
1945,2.5
1946,4.5
1947,3.4
1948,7.1
1949,5.3
1950,6.0
1951,2.2
1952,9.9
1953,4.7
1954,4.1
1955,-1.6
1956,-1.0
1957,3.1
1958,1.7
1959,8.0
1960,9.0
1961,1.5
1962,9.8
1963,3.5
1964,2.9
1965,5.7
1966,7.4
1967,10.9
1968,4.2
1969,0.0
1970,5.7
1971,6.6
1972,4.7
1973,5.7
1974,7.4
1975,10.2
1976,4.2
1977,4.6
1978,1.3
1979,3.4
1980,4.5
1981,6.7
1982,7.8
1983,13.5
1984,6.5
1985,3.7
1986,7.0
1987,2.8
1988,3.7
1989,10.8
1990,7.9
1991,10.9
1992,4.1
1993,9.4
1994,11.9
1995,6.2
1996,14.4
1997,2.6
1998,2.6
1999,5.1
2000,5.7
2001,10.1
2002,9.0
2003,-0.7
2004,12.1
2005,11.7
2006,5.1
2007,3.6
2008,13.5
2009,2.2
2010,11.9
2011,4.9
2012,2.0
2013,4.8
2014,
2015,
2016,13.3
2017,
2018,
2019,14.0
