,TMAX
1881,19.6
1882,
1883,
1884,23.3
1885,21.4
1886,22.9
1887,24.9
1888,23.5
1889,26.1
1890,25.4
1891,23.6
1892,21.1
1893,10.6
1894,18.9
1895,21.5
1896,18.9
1897,17.9
1898,19.3
1899,25.0
1900,18.2
1901,12.3
1902,20.5
1903,22.3
1904,20.0
1905,22.5
1906,22.9
1907,21.0
1908,14.9
1909,20.5
1910,27.8
1911,15.3
1912,20.0
1913,24.4
1914,28.5
1915,19.5
1916,24.4
1917,20.1
1918,28.2
1919,27.1
1920,31.7
1921,25.1
1922,25.5
1923,25.2
1924,17.1
1925,28.8
1926,17.4
1927,26.4
1928,13.6
1929,24.8
1930,21.1
1931,26.3
1932,24.0
1933,14.8
1934,21.2
1935,17.7
1936,27.1
1937,20.3
1938,25.4
1939,20.8
1940,29.8
1941,31.8
1942,22.6
1943,15.2
1944,25.6
1945,24.9
1946,22.8
1947,22.3
1948,19.8
1949,27.4
1950,17.7
1951,16.6
1952,19.6
1953,26.4
1954,23.5
1955,22.1
1956,27.0
1957,18.9
1958,18.4
1959,19.8
1960,20.6
1961,19.9
1962,19.7
1963,19.6
1964,20.6
1965,18.1
1966,21.6
1967,21.9
1968,24.3
1969,23.1
1970,20.9
1971,23.5
1972,25.7
1973,30.6
1974,22.1
1975,20.8
1976,11.3
1977,24.4
1978,23.6
1979,17.6
1980,15.6
1981,21.9
1982,21.6
1983,18.2
1984,18.9
1985,22.4
1986,21.3
1987,19.5
1988,24.0
1989,25.1
1990,23.5
1991,23.0
1992,14.0
1993,21.1
1994,16.8
1995,20.0
1996,22.9
1997,24.4
1998,17.6
1999,24.4
2000,25.0
2001,28.0
2002,31.2
2003,24.1
2004,19.3
2005,24.9
2006,23.5
2007,22.7
2008,21.8
2009,14.8
2010,28.6
2011,21.6
2012,24.9
2013,29.3
2014,
2015,
2016,
2017,
2018,21.1
