,TMAX
1881,5.2
1882,
1883,1.5
1884,0.3
1885,-16.5
1886,-4.6
1887,-15.2
1888,-12.1
1889,0.6
1890,-4.6
1891,1.1
1892,-14.5
1893,-3.8
1894,3.4
1895,-2.5
1896,1.9
1897,-8.4
1898,4.0
1899,-11.1
1900,-7.1
1901,-14.5
1902,-3.3
1903,
1904,-16.3
1905,-5.7
1906,-6.5
1907,-24.2
1908,-15.8
1909,-1.6
1910,-0.6
1911,-1.5
1912,1.5
1913,-13.0
1914,-2.6
1915,-14.6
1916,-4.1
1917,-2.8
1918,-2.0
1919,-11.6
1920,0.4
1921,-3.6
1922,1.4
1923,-7.5
1924,1.9
1925,-1.0
1926,1.2
1927,-8.3
1928,1.5
1929,-2.0
1930,-13.9
1931,-0.8
1932,2.8
1933,-12.3
1934,-5.3
1935,-3.1
1936,2.0
1937,-5.3
1938,-7.9
1939,-11.1
1940,-1.6
1941,-17.4
1942,1.8
1943,-0.4
1944,1.8
1945,-4.3
1946,-1.4
1947,1.9
1948,0.6
1949,-5.0
1950,-7.1
1951,1.3
1952,1.0
1953,-1.9
1954,-0.7
1955,-2.8
1956,-0.8
1957,3.2
1958,-12.3
1959,1.7
1960,1.8
1961,-11.3
1962,-2.7
1963,2.8
1964,-3.5
1965,1.2
1966,-3.5
1967,-11.8
1968,-1.1
1969,-2.0
1970,-5.5
1971,1.9
1972,-1.1
1973,1.7
1974,2.4
1975,-3.1
1976,-9.2
1977,-10.7
1978,-15.0
1979,2.2
1980,2.0
1981,1.4
1982,3.0
1983,-2.8
1984,-6.4
1985,2.0
1986,-9.9
1987,3.1
1988,-11.3
1989,1.4
1990,-2.3
1991,-3.4
1992,0.8
1993,0.0
1994,-2.7
1995,-10.3
1996,-3.8
1997,2.6
1998,1.1
1999,-2.3
2000,-11.4
2001,-3.6
2002,-9.5
2003,3.9
2004,1.0
2005,-9.2
2006,3.9
2007,0.5
2008,2.9
2009,-5.1
2010,-9.1
2011,7.2
2012,2.8
2013,3.4
2014,-2.1
2015,
2016,1.6
2017,3.3
2018,
