,TMAX
1881,21.1
1882,
1883,15.8
1884,20.7
1885,13.2
1886,18.5
1887,18.6
1888,18.8
1889,19.0
1890,11.4
1891,14.6
1892,16.0
1893,14.7
1894,11.3
1895,12.4
1896,9.3
1897,13.1
1898,15.5
1899,12.0
1900,9.9
1901,16.4
1902,15.4
1903,22.8
1904,15.5
1905,20.0
1906,12.8
1907,18.0
1908,12.3
1909,22.1
1910,18.6
1911,12.5
1912,13.8
1913,14.6
1914,13.8
1915,11.5
1916,16.9
1917,11.1
1918,14.2
1919,23.4
1920,15.7
1921,13.2
1922,20.4
1923,11.5
1924,20.0
1925,14.9
1926,14.3
1927,18.2
1928,16.1
1929,9.6
1930,9.1
1931,10.4
1932,21.4
1933,10.1
1934,23.3
1935,15.9
1936,14.2
1937,19.0
1938,24.0
1939,21.5
1940,16.0
1941,13.9
1942,18.3
1943,17.1
1944,22.0
1945,14.3
1946,17.7
1947,18.6
1948,17.7
1949,23.0
1950,16.2
1951,16.9
1952,14.7
1953,14.3
1954,17.5
1955,18.2
1956,13.5
1957,19.3
1958,17.7
1959,15.6
1960,13.2
1961,11.7
1962,14.0
1963,18.1
1964,17.7
1965,18.9
1966,16.7
1967,22.6
1968,18.1
1969,15.3
1970,9.5
1971,13.9
1972,21.5
1973,13.1
1974,22.9
1975,12.3
1976,13.6
1977,14.6
1978,16.8
1979,17.4
1980,18.5
1981,16.5
1982,12.1
1983,15.4
1984,14.6
1985,16.8
1986,12.0
1987,14.9
1988,18.5
1989,16.8
1990,19.0
1991,10.5
1992,19.8
1993,13.7
1994,15.2
1995,20.9
1996,13.2
1997,17.0
1998,19.5
1999,26.4
2000,14.5
2001,18.5
2002,23.7
2003,19.2
2004,12.1
2005,20.4
2006,17.8
2007,15.8
2008,15.5
2009,18.5
2010,18.2
2011,18.7
2012,13.8
2013,20.0
2014,
2015,15.0
2016,17.3
2017,
2018,24.1
