,TMAX
1881,-14.2
1882,
1883,
1884,1.7
1885,2.4
1886,-2.9
1887,-3.7
1888,-10.7
1889,-13.1
1890,-0.1
1891,2.3
1892,-11.7
1893,-18.7
1894,2.1
1895,-19.7
1896,-9.8
1897,-7.5
1898,-14.4
1899,-12.7
1900,-7.5
1901,-1.1
1902,-2.9
1903,
1904,-4.2
1905,-2.6
1906,-1.1
1907,-10.6
1908,-6.6
1909,-10.5
1910,1.8
1911,-12.3
1912,-4.0
1913,-0.3
1914,1.4
1915,-5.5
1916,2.5
1917,-12.0
1918,-0.6
1919,-8.2
1920,-3.6
1921,-2.6
1922,-13.5
1923,-2.9
1924,-9.9
1925,1.4
1926,-13.1
1927,-3.2
1928,0.7
1929,-19.1
1930,-8.7
1931,-11.9
1932,-12.8
1933,-5.7
1934,-5.7
1935,-8.3
1936,-0.4
1937,-5.1
1938,-0.9
1939,1.4
1940,-19.0
1941,-6.1
1942,-10.5
1943,1.3
1944,-3.1
1945,-1.8
1946,-22.7
1947,-16.4
1948,-13.8
1949,-1.9
1950,1.6
1951,-0.4
1952,1.6
1953,-12.0
1954,-7.4
1955,1.9
1956,-25.9
1957,1.9
1958,-11.9
1959,-0.8
1960,0.7
1961,-1.9
1962,0.8
1963,-5.7
1964,-4.0
1965,-3.4
1966,-17.1
1967,-1.9
1968,-8.5
1969,-4.2
1970,-3.5
1971,-9.5
1972,-1.6
1973,-0.3
1974,3.6
1975,-3.4
1976,-3.0
1977,-4.2
1978,-7.3
1979,-8.4
1980,-5.7
1981,-0.2
1982,-15.2
1983,-9.6
1984,-5.1
1985,-15.7
1986,-11.5
1987,-2.3
1988,2.8
1989,2.7
1990,7.2
1991,-6.1
1992,1.8
1993,1.9
1994,-10.0
1995,-3.1
1996,-10.6
1997,3.0
1998,-0.4
1999,-13.3
2000,3.2
2001,3.2
2002,3.2
2003,-4.2
2004,-2.5
2005,-1.7
2006,-14.5
2007,-13.3
2008,2.8
2009,3.4
2010,-6.8
2011,-0.1
2012,-7.9
2013,1.7
2014,
2015,
2016,
2017,-6.9
2018,
2019,
