,TMAX
1881,-3.1
1882,
1883,
1884,-1.9
1885,3.1
1886,-7.7
1887,2.5
1888,-9.7
1889,-2.2
1890,-0.4
1891,1.3
1892,-9.6
1893,-3.7
1894,0.6
1895,-12.6
1896,-2.1
1897,-8.0
1898,-1.3
1899,-0.9
1900,1.7
1901,-1.6
1902,-4.7
1903,
1904,-2.7
1905,-1.8
1906,-5.9
1907,-3.5
1908,0.8
1909,-10.0
1910,-0.6
1911,-10.5
1912,-5.5
1913,-11.6
1914,4.5
1915,-9.9
1916,0.0
1917,-8.9
1918,1.2
1919,-3.3
1920,-12.1
1921,-7.6
1922,-10.9
1923,-7.6
1924,0.4
1925,1.4
1926,-1.2
1927,0.3
1928,-3.6
1929,-7.3
1930,-12.6
1931,-7.8
1932,-0.7
1933,-2.7
1934,-1.6
1935,-5.4
1936,-7.4
1937,-9.3
1938,1.8
1939,0.5
1940,-10.4
1941,-13.7
1942,-10.7
1943,-0.7
1944,-2.0
1945,-8.8
1946,-4.5
1947,-2.6
1948,3.1
1949,-4.8
1950,-0.9
1951,-4.3
1952,-2.2
1953,-4.7
1954,-2.8
1955,-1.6
1956,0.7
1957,0.7
1958,1.4
1959,-1.2
1960,-11.3
1961,2.2
1962,-6.4
1963,-12.4
1964,2.1
1965,-3.9
1966,-8.0
1967,-16.2
1968,2.4
1969,-5.7
1970,-2.1
1971,2.0
1972,-8.2
1973,-13.8
1974,1.4
1975,-2.7
1976,-4.4
1977,-0.4
1978,-5.0
1979,-2.9
1980,-14.7
1981,3.0
1982,-5.2
1983,-4.0
1984,-6.6
1985,-4.9
1986,-4.7
1987,-0.9
1988,-7.3
1989,1.9
1990,2.4
1991,-2.3
1992,0.6
1993,2.5
1994,-12.5
1995,-6.7
1996,-1.8
1997,-5.1
1998,-10.8
1999,-0.2
2000,-0.1
2001,-3.1
2002,-9.2
2003,-15.6
2004,-2.7
2005,-5.3
2006,-7.1
2007,-9.8
2008,0.9
2009,-6.8
2010,-3.1
2011,-0.1
2012,-15.5
2013,1.6
2014,
2015,2.2
2016,
2017,
2018,
2019,-1.3
