,TMAX
1881,13.3
1882,
1883,9.8
1884,13.3
1885,11.0
1886,8.5
1887,3.5
1888,7.0
1889,15.2
1890,4.2
1891,14.9
1892,12.1
1893,10.4
1894,7.1
1895,11.8
1896,17.3
1897,10.9
1898,5.6
1899,8.6
1900,9.6
1901,12.7
1902,5.9
1903,
1904,9.5
1905,5.5
1906,8.6
1907,10.1
1908,7.3
1909,8.7
1910,9.7
1911,3.4
1912,8.8
1913,3.2
1914,6.9
1915,5.3
1916,7.1
1917,8.5
1918,13.0
1919,7.7
1920,9.3
1921,6.5
1922,7.9
1923,10.1
1924,6.0
1925,8.2
1926,12.3
1927,10.5
1928,13.7
1929,15.2
1930,7.1
1931,11.1
1932,8.8
1933,7.0
1934,16.5
1935,14.2
1936,5.0
1937,8.5
1938,9.1
1939,5.7
1940,6.7
1941,2.3
1942,11.0
1943,11.1
1944,11.4
1945,11.6
1946,9.7
1947,7.2
1948,5.1
1949,4.8
1950,12.8
1951,12.2
1952,9.5
1953,11.1
1954,9.0
1955,13.4
1956,3.3
1957,5.7
1958,13.6
1959,6.5
1960,8.4
1961,13.0
1962,11.3
1963,10.0
1964,16.8
1965,3.2
1966,10.5
1967,12.0
1968,5.4
1969,11.1
1970,11.1
1971,9.5
1972,9.5
1973,10.8
1974,10.7
1975,4.5
1976,7.9
1977,10.7
1978,9.3
1979,9.9
1980,12.7
1981,11.8
1982,4.9
1983,8.3
1984,9.9
1985,14.0
1986,5.4
1987,12.7
1988,13.7
1989,8.1
1990,11.3
1991,17.0
1992,3.5
1993,9.3
1994,12.9
1995,15.5
1996,13.2
1997,10.2
1998,8.9
1999,10.2
2000,10.9
2001,14.2
2002,2.4
2003,8.7
2004,5.8
2005,16.3
2006,11.9
2007,8.4
2008,10.0
2009,8.3
2010,9.5
2011,9.1
2012,8.9
2013,13.6
2014,
2015,
2016,7.3
2017,
2018,
