,TMAX
1881,3.4
1882,
1883,4.5
1884,6.9
1885,2.9
1886,5.9
1887,3.1
1888,-1.9
1889,3.4
1890,7.0
1891,1.5
1892,5.4
1893,0.2
1894,-6.7
1895,5.0
1896,-5.4
1897,-0.6
1898,3.7
1899,8.2
1900,2.3
1901,-0.4
1902,-0.4
1903,
1904,2.0
1905,3.5
1906,0.5
1907,4.9
1908,-7.0
1909,2.4
1910,0.8
1911,6.9
1912,-1.1
1913,1.5
1914,-1.4
1915,-9.5
1916,7.0
1917,4.0
1918,4.8
1919,-3.6
1920,3.3
1921,-6.6
1922,2.7
1923,3.3
1924,2.3
1925,-3.5
1926,9.3
1927,3.8
1928,2.6
1929,6.8
1930,5.2
1931,4.2
1932,1.6
1933,0.0
1934,5.5
1935,3.9
1936,8.3
1937,5.9
1938,1.8
1939,8.5
1940,1.3
1941,1.2
1942,-7.3
1943,3.3
1944,1.3
1945,-4.4
1946,2.9
1947,1.7
1948,1.9
1949,5.5
1950,-0.9
1951,-1.6
1952,5.8
1953,6.7
1954,1.5
1955,0.9
1956,-2.5
1957,7.4
1958,1.2
1959,2.1
1960,7.5
1961,3.8
1962,2.3
1963,9.2
1964,-1.7
1965,3.3
1966,2.8
1967,4.8
1968,-2.5
1969,2.6
1970,-1.0
1971,3.7
1972,5.9
1973,7.6
1974,2.2
1975,5.6
1976,7.2
1977,9.3
1978,5.7
1979,3.2
1980,0.3
1981,1.9
1982,2.3
1983,8.3
1984,3.6
1985,4.5
1986,2.2
1987,-1.0
1988,-2.0
1989,4.0
1990,3.0
1991,6.6
1992,-2.4
1993,-3.1
1994,-1.0
1995,-0.2
1996,3.8
1997,5.9
1998,-2.4
1999,-0.3
2000,6.2
2001,2.1
2002,-1.2
2003,5.8
2004,6.0
2005,8.5
2006,4.0
2007,1.4
2008,4.5
2009,2.7
2010,1.8
2011,5.7
2012,2.4
2013,7.1
2014,
2015,5.6
2016,-4.5
2017,5.4
2018,5.4
