,TMAX
1881,-9.6
1882,
1883,
1884,-1.0
1885,0.4
1886,1.0
1887,-0.4
1888,-13.6
1889,-11.8
1890,-1.1
1891,1.6
1892,-13.6
1893,-23.2
1894,0.3
1895,-19.9
1896,0.8
1897,-7.5
1898,-12.5
1899,-14.7
1900,-4.8
1901,-0.8
1902,-3.2
1903,
1904,-5.0
1905,-0.8
1906,-3.0
1907,-12.4
1908,-6.1
1909,-15.6
1910,2.6
1911,-10.5
1912,-5.5
1913,2.4
1914,4.8
1915,-6.5
1916,2.8
1917,2.0
1918,0.3
1919,-3.2
1920,0.1
1921,-4.9
1922,-6.6
1923,-3.6
1924,-9.9
1925,0.1
1926,-12.2
1927,0.3
1928,3.1
1929,-21.8
1930,-8.4
1931,-9.4
1932,-13.5
1933,-5.9
1934,-6.7
1935,-8.1
1936,-0.4
1937,-6.7
1938,-0.6
1939,1.5
1940,-19.2
1941,-6.4
1942,-8.2
1943,-8.0
1944,0.9
1945,-1.4
1946,-19.9
1947,-16.9
1948,-13.7
1949,-2.7
1950,0.4
1951,-1.1
1952,1.4
1953,-13.2
1954,-8.3
1955,-0.8
1956,-23.3
1957,-2.2
1958,-13.8
1959,-1.1
1960,2.4
1961,-0.8
1962,1.1
1963,-10.4
1964,-5.7
1965,-7.3
1966,-17.8
1967,-5.2
1968,-8.0
1969,-12.2
1970,-6.1
1971,-11.1
1972,2.2
1973,-2.3
1974,2.4
1975,0.9
1976,-4.2
1977,-4.9
1978,-10.0
1979,-7.7
1980,-10.7
1981,-0.2
1982,-11.4
1983,-9.6
1984,-3.3
1985,-18.0
1986,-7.6
1987,-3.4
1988,2.2
1989,2.2
1990,6.8
1991,-7.7
1992,1.7
1993,5.0
1994,-10.6
1995,-3.5
1996,-14.8
1997,1.0
1998,0.7
1999,-11.0
2000,2.7
2001,3.7
2002,2.5
2003,-0.5
2004,-4.3
2005,-0.3
2006,-12.4
2007,-13.0
2008,2.9
2009,3.2
2010,-8.6
2011,-0.1
2012,-10.4
2013,2.0
2014,
2015,
2016,
2017,-7.5
2018,-3.5
2019,3.3
