,TMAX
1881,6.4
1882,
1883,
1884,6.6
1885,1.3
1886,7.8
1887,11.8
1888,12.0
1889,14.2
1890,17.3
1891,12.9
1892,11.3
1893,1.7
1894,14.3
1895,16.1
1896,12.4
1897,22.9
1898,15.6
1899,3.4
1900,5.5
1901,15.4
1902,13.0
1903,8.2
1904,14.1
1905,24.0
1906,25.0
1907,13.2
1908,4.3
1909,8.0
1910,19.0
1911,9.7
1912,4.0
1913,6.7
1914,8.4
1915,6.4
1916,7.8
1917,3.8
1918,8.9
1919,18.0
1920,14.9
1921,17.8
1922,12.1
1923,3.9
1924,10.9
1925,14.7
1926,3.6
1927,10.4
1928,9.0
1929,6.6
1930,11.4
1931,16.3
1932,9.9
1933,4.7
1934,19.2
1935,7.2
1936,14.5
1937,13.5
1938,5.0
1939,9.6
1940,17.6
1941,11.2
1942,10.6
1943,10.7
1944,9.9
1945,14.4
1946,13.1
1947,5.3
1948,17.8
1949,9.2
1950,20.4
1951,12.4
1952,7.5
1953,16.0
1954,10.6
1955,7.8
1956,14.9
1957,12.6
1958,8.2
1959,21.9
1960,11.0
1961,15.4
1962,11.2
1963,16.6
1964,15.4
1965,4.0
1966,10.4
1967,10.9
1968,9.8
1969,5.5
1970,15.4
1971,8.8
1972,18.6
1973,12.7
1974,9.1
1975,14.9
1976,11.1
1977,10.9
1978,10.1
1979,20.1
1980,6.7
1981,7.2
1982,11.2
1983,8.4
1984,17.9
1985,9.6
1986,9.8
1987,24.8
1988,22.6
1989,16.0
1990,17.9
1991,12.5
1992,11.7
1993,22.2
1994,8.6
1995,6.9
1996,24.8
1997,9.4
1998,20.2
1999,5.1
2000,9.7
2001,17.3
2002,21.6
2003,11.4
2004,20.7
2005,13.2
2006,20.1
2007,6.9
2008,21.3
2009,17.0
2010,10.5
2011,5.2
2012,8.2
2013,12.3
2014,
2015,
2016,
2017,11.2
2018,15.1
